"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","individualCount","fieldNumber"
"47","2020-09-12 05:00:02-03","US","US","3268477","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","aequivaginatum","Panicum aequivaginatum","Swallen","Judziewicz, E. J.","T. McDowell, D. Gopaul & Thompson, --","2786","1990","5","23","South America - Neotropics","Guyana","Cuyuni-Mazaruni",NA,"Utshi River","-61.15","5.75",NA,NA,NA,NA,"940",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"48","2020-09-02 16:36:27-03","Cenargen","CEN","9603","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","J. F. M. Valls","Lídio Coradin","6530","1983","07","05",NA,"Brasil","BA","LENCOIS","Rodovia Brasília - Fortaleza (BR - 242), 8 km leste da entrada para Lençóis.","-41.416666","-12.466666","Exsicatas","Inflorescência verde.","CEN00009603","CEN00009603","830","830",NA,NA,"2016","01",NA,"-41.416666","-12.466666",NA,NA,NA,"6",NA
"49","2020-09-02 16:36:27-03","Cenargen","CEN","28315","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","J. F. M. Valls","Lídio Coradin","8606","1992","09","13",NA,"Brasil","BA","LENCOIS","Estrada velha Lençóis - Mucugê, km 24. Margem direita do rio Roncador. Local muito úmido.",NA,NA,"Exsicatas","Fruto jovem.","CEN00028315","CEN00028315","300","300",NA,NA,"2016","01",NA,"-4136667.0","-1266667.0",NA,NA,NA,"5",NA
"50","2020-09-02 16:36:27-03","Cenargen","CEN","4921","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","J. F. M. Valls","Scott Allan Mori","13211","1979","12","23",NA,"Brasil","BA","PALMEIRAS","Pai Inácio, BR 242, km 232 a cerca de 15 km ao NE de Palmeiras, 1000 -1200 m de altitude campo rupestre","-41.5588989257812","-12.5289001464844","Exsicatas","Herbário Centro de Pesquisas do Cacau - Plantas da Bahia","CEN00004921","CEN00004921",NA,NA,"20767","auto","2016","01",NA,NA,NA,NA,NA,NA,"1",NA
"51","2020-09-02 16:37:04-03","Cenargen","CEN","10561","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","thinophilum","Panicum thinophilum","Renvoize","S. A. Renvoize","Jair da Silva Araújo","96","1976","10","17",NA,"Brasil","BA","SALVADOR","Dunas dos Abaeté, Vegetação restinga","-38.510799407959","-12.9710998535156","Exsicatas","ISOTYPUS. Nome atual: Dichanthelium aequivaginatum (Swallen) Zuloaga. Doação Herbário Centro de Pesquisa do Cacau.","CEN00010561","CEN00010561",NA,NA,"26018","auto","1985","01",NA,NA,NA,NA,NA,"ISOTYPUS","1",NA
"52","2019-11-13 11:28:45-03","USP","SPF","166244","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","Matos, AO","Conceição, AA","1089","2002","11","11",NA,"Brasil","Bahia","Palmeiras","Cachoeira da Fumaça.","-41.5588989257812","-12.5289001464844",NA,NA,"SPF00166244",NA,"1280","1280","20767","auto","2019","04",NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-13 11:28:45-03","USP","SPF","166243","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","Matos, AO","Conceição, AA","1076","2002","07","05",NA,"Brasil","Bahia","Palmeiras","Serra da Larguinha","-41.5588989257812","-12.5289001464844",NA,NA,"SPF00166243",NA,NA,NA,"20767","auto","2019","04",NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-04 11:16:03-03","UEFS","HUEFS","213368","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga",NA,"Zuloaga, F.O.","2469","1985","05","18",NA,"Brasil","Bahia","Maraú","Camino de Maraú a Ubaitaba, 15 Km de Maraú.","-39.0147018432617","-14.103099822998",NA,"Restinga.","HUEFS0213368","HUEFS0213368",NA,NA,"47076","auto",NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA
"55","2021-03-04 11:16:03-03","UEFS","HUEFS","213543","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga",NA,"Sucre, D.","5349","1969","06","16",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Estado da Guanabara, Restinga Jacarepaguá. Do lado noroeste da pedra de Itaúna (ph 5-6).","-43.2075004577637","-22.9027996063232",NA,NA,"HUEFS0213543","HUEFS0213543",NA,NA,"57442","auto",NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA
"56","2021-03-04 11:16:03-03","UEFS","HUEFS","134102","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","A.O.Matos","Viana, P.L.","2151","2006","06","01",NA,"Brasil","Minas Gerais","Rio Preto","Proximo a Cachoeira Ninho da Égua.","-43.8278007507324","-22.0891990661621",NA,NA,"HUEFS0134102",NA,NA,NA,"20815","auto","2017","08",NA,NA,NA,"Lilianae",NA,NA,NA,NA
"57","2021-03-04 11:16:03-03","UEFS","HUEFS","168394","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","A.O.Matos","Brito, J.C.","135","2009","08","22",NA,"Brasil","Bahia","Palmeiras","Barraca do Pelé.","-41.383333","-12.566667",NA,"Campo rupestre. (Área queimada).","HUEFS0168394","HUEFS0168394",NA,NA,NA,NA,"2017","08",NA,"41W23'","12S34'","Lilianae",NA,NA,NA,NA
"58","2021-03-04 11:16:03-03","UEFS","HUEFS","128212","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","A.O.Matos","Paixão, J.L.","1374","2007","10","19",NA,"Brasil","Bahia","Amargosa","Área do Centro Sapucaia, próximo a Jacubinha e Toca-da-onça.","-39.828889",NA,NA,"Mata Atlântica.","HUEFS0128212","HUEFS0128212 HUEFS0128212_e1","625","625",NA,NA,"2020","01",NA,"39W49'44''","14S9'66''","Lilianae",NA,NA,NA,NA
"59","2021-03-04 11:16:03-03","UEFS","HUEFS","111159","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","A.O.Matos","Neves, S.P.S.","85","2006","07","22",NA,"Brasil","Bahia","Lençóis","Mucugezinho.","-41.419722","-12.464722",NA,"Afloramento rochoso.","HUEFS0111159","HUEFS0111159 HUEFS0111159_e1",NA,NA,NA,NA,"2020","12",NA,"41W25'11''","12S27'53''","Lilianae",NA,NA,NA,NA
"60","2021-03-04 11:16:03-03","UEFS","HUEFS","134104","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","A.O.Matos","Viana, P.L.","2046","2006","03","20",NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra Região Burro de Ouro.","-43.889167","-21.969722",NA,NA,"HUEFS0134104",NA,NA,NA,NA,NA,"2017","08",NA,"43W53'21''","21S58'11''","Lilianae",NA,NA,NA,NA
"61","2021-03-04 11:16:03-03","UEFS","HUEFS","145429","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga",NA,"Pimenta, K.M.","130","2008","07","29",NA,"Brasil","Bahia","Igrapiúna","Reserva Ecológica da Michelin. Vila 5.","-39.116667","-13.816667",NA,"Mata atlântica.","HUEFS0145429","HUEFS0145429",NA,NA,NA,NA,NA,NA,NA,"39W7'","13S49'","Lilianae",NA,NA,NA,NA
"62","2021-03-04 11:16:03-03","UEFS","HUEFS","203160","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","A.O.Matos","Viana, P.L.","2046","2006","05","20",NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra, região Burro de Ouro.","-43.889167","-21.969722",NA,NA,"HUEFS0203160","HUEFS0203160",NA,NA,NA,NA,"2017","08",NA,"43W53'21''","21S58'11''","Lilianae",NA,NA,NA,NA
"63","2020-01-24 07:56:20-03","UEFS","HUEFS","60013","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","A.O.Matos","Mattos-Silva, L.A.","4344","2001","07","24",NA,"Brasil","Bahia","Maraú","Estrada que liga Itacaré a Maraú, km 4. Restinga arbórea, transição para campo de Restinga. Solo Arenoso.","-39.015556","-14.245",NA,"Mata Atlântica.","HUEFS0060013","HUEFS0060013 HUEFS0060013_e1",NA,NA,NA,NA,"2020","01",NA,"39W0'56''","14S14'42''","Lilianae",NA,NA,NA,NA
"64","2019-10-07 09:21:49-03","UEFS","HUEFS","20935","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","R.P.Oliveira","Giulietti, A.M.","PCD877","1994","09","27",NA,"Brasil","Bahia","Lençóis","Serra da Chapadinha, Rio Mucugezinho.","-41.483333","-12.45",NA,"Solo arenoso. Afloramentos rochosos de arenito.","HUEFS0020935","HUEFS0020935","640","640",NA,NA,"2007","02",NA,"41W29'","12S27'","Lilianae",NA,NA,NA,NA
"65","2021-03-04 11:16:03-03","UEFS","HUEFS","227644","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","A.O.Matos","Souza, J.M.","105","2009","09","24",NA,"Brasil","Bahia","Palmeiras","Orquidário do Pai Inácio, estrada Lençóis-Palmeiras, na base da Serra dos Brejões na Área de Proteção Ambiental Marimbus-Iraquara","-41.558889","-12.528889",NA,NA,"HUEFS0227644","HUEFS0227644 HUEFS0227644_e1","900","900",NA,NA,"2020","01",NA,"41W33'32''","12S31'44''","Lilianae",NA,NA,NA,NA
"66","2021-03-04 11:16:03-03","UEFS","HUEFS","227675","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","A.O.Matos","Souza, J.M.","136","2009","10","21",NA,"Brasil","Bahia","Lençóis","Estrada Lençóis-Palmeiras, BR 242, APA Marimbus-Iraquara, nas proximidades da barraca do Péle","-41.433889","-12.463889",NA,NA,"HUEFS0227675","HUEFS0227675 HUEFS0227675_e1","795","841",NA,NA,"2020","01",NA,"41W26'2''","12S27'50''","Lilianae",NA,NA,NA,NA
"67","2021-03-04 11:16:03-03","UEFS","HUEFS","251277","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga",NA,"Almeida, E.F.","22","1978","10","16",NA,"Brasil","Bahia","Ruy Barbosa",NA,"-40.467778","-12.315",NA,NA,"HUEFS0251277","HUEFS0251277","945","945",NA,NA,NA,NA,NA,"40W28'4''","12S18'54''","Lilianae",NA,NA,NA,NA
"68","2021-03-04 11:16:03-03","UEFS","HUEFS","212548","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","A.O.Matos","Azevêdo-Gonçalves, C.F.de","65","2006","02","15",NA,"Brasil","Bahia","Mucugê","Brejo, Fazenda 1 Sucupira. Guiné.","-41.3708000183105","-13.0052995681763",NA,NA,"HUEFS0212548","HUEFS0212548 HUEFS0212548_e1",NA,NA,"52493","auto","2020","01",NA,NA,NA,"Lilianae",NA,NA,NA,NA
"69","2019-10-07 09:21:49-03","UEFS","HUEFS","41122","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","F.Zuloaga","Sant'Ana, S.C.","719","1998","12","12",NA,"Brasil","Bahia","Canavieiras","Ca. 19 km de Santa Luzia, na estrada que liga Santa Luzia/ Canavieras.","-38.9472007751465","-15.6750001907349",NA,"Campo de restinga com manchas de restinga arbustiva.","HUEFS0041122","HUEFS0041122",NA,NA,"48203","auto","2009","07",NA,NA,NA,"Lilianae",NA,NA,NA,NA
"70","2021-03-04 11:16:03-03","UEFS","HUEFS","83774","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","A.Guglieri","Longhi-Wagner, H.M.","9225","2004","03","11",NA,"Brasil","Bahia","Itamaraju","Fazenda Novo Pau Brasil. A ca. 4 km de Itamraju, rodovia para Itaburu","-39.5311012268066","-17.0391998291016",NA,NA,"HUEFS0083774","HUEFS0083774",NA,NA,"55932","auto","2005","05",NA,NA,NA,"Lilianae",NA,NA,NA,NA
"71","2021-03-04 11:16:03-03","UEFS","HUEFS","203158","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","A.O.Matos","Viana, P.L.","2151","2006","06","01",NA,"Brasil","Minas Gerais","Rio Preto","Próximo a Cachoeira Ninho da Égua.","-43.8278007507324","-22.0891990661621",NA,NA,"HUEFS0203158","HUEFS0203158",NA,NA,"20815","auto","2017","08",NA,NA,NA,"Lilianae",NA,NA,NA,NA
"72","2021-03-04 11:16:03-03","UEFS","HUEFS","252858","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga",NA,"Conceição, A.A.","1076","2002","07","05",NA,"Brasil","Bahia","Palmeiras","Serra da Larguinha. Cachoeira da Fumaça. Campo rupestre.","-41.5588989257812","-12.5289001464844",NA,NA,"HUEFS0252858",NA,"1280","1280","20767","auto",NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA
"73","2019-10-07 09:22:14-03","UEFS","HUEFS","41808","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Panicum","aequivaginatum","Panicum aequivaginatum","Swallen",NA,"Lemos, R.F.","19950","1943","03","15",NA,"Brasil","Bahia","Olivença","Estrada de Bom Gosto a Olivenca.","-39.016667","-14.95",NA,NA,"HUEFS0041808",NA,NA,NA,NA,NA,NA,NA,NA,"39W1'","14S57'","Lilianae",NA,NA,NA,NA
"74","2019-10-07 09:22:14-03","UEFS","HUEFS","41811","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Panicum","thinophilum","Panicum thinophilum","Renvoize",NA,"Araujo, J.da S.","96","1976","10","17",NA,"Brasil","Bahia","Salvador","Dunas do Abaete.","-38.35","-12.933333",NA,"Restinga.","HUEFS0041811",NA,NA,NA,NA,NA,NA,NA,NA,"38W21'","12S56'","Lilianae",NA,"Isótipo",NA,NA
"75","2020-07-23 12:18:27-03","CEPLAC","CEPEC","91707","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum",NA,"A. O. Matos","L. A. Mattos-Silva","4344","2001","07","24",NA,"Brasil","Bahia","MARAÚ","Estrada que liga Itacaré a Maraú, Km 4.","-39.015556","-14.245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W0'56","14S14'42",NA,"30/10/2003",NA,NA,NA
"76","2020-07-23 12:18:27-03","CEPLAC","CEPEC","81191","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum",NA,"A. O. Matos","S. C. de Sant'Ana","719","1998","10","12",NA,"Brasil","Bahia","CANAVIEIRAS","Ca. 19Km de Santa Luzia, na estrada liga Sta. Luzia/Canavieiras.","-38.9472007751465","-15.6750001907349",NA,NA,NA,NA,NA,NA,"48203","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-07-23 12:18:27-03","CEPLAC","CEPEC","148458","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum",NA,"P. L. Viana","F. O. Zuloaga","2469","1985","05","18",NA,"Brasil","Bahia","MARAÚ","Caminho de Maraúa a Ubaitaba, 15Km de Maraú.","-39.0147018432617","-14.103099822998",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"47076","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-07-23 12:18:46-03","CEPLAC","CEPEC","10051","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","belmonte","Panicum belmonte",NA,"S. A. Renvoize","R. M. Harley","17383","1974","03","24",NA,"Brasil","Bahia","BELMONTE","24Km ao SW de Belmonte, Rod. para Itapebi.","-39.05","-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W3'0","16S0'0",NA,"30/12/1982","Holótipo",NA,NA
"79","2020-07-23 12:18:49-03","CEPLAC","CEPEC","17931","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","thinophilum","Panicum thinophilum",NA,"S. A. Renvoize","J. da S. Araújo","96","1976","10","17",NA,"Brasil","Bahia","SALVADOR","Dunas do Abaeté.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,"0*0'0","0*0'0",NA,"30/12/1984","Holótipo",NA,NA
"80","2019-11-01 15:16:33-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Panicum","aequivaginatum","Panicum aequivaginatum","Swallen","Zuloaga, FO","Belém, RP","1692","1965","09","08","Southern America","Brasil","Bahia","Canavieiras","Margem da rodovia Camacan - Canavieiras, 32.0 km W de Canavieiras","-38.9472007751465","-15.6750001907349",NA,"Planta de 40.0 cm; inflorescência arroxeada; Restinga","UB0021664","UB0021664",NA,NA,"48203","auto","1992","02",NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-02-08 12:53:19-03","UFRGS","ICN","131750","S","Plantae","Monocotyledon",NA,"Poaceae","Dichanthelium","cf. aequivaginatum","Dichanthelium cf. aequivaginatum","(Swallen) Zuloaga","Guglieri, A","Longhi-Wagner, HM; Oliveira, RP","9225","2004","03","11","América do Sul","Brasil","BA","Itamaraju","Fazenda Novo Pau Brasil a +/- 4 km de Itamaraju rodovia para Itaburu 16°58'55 3 S 39°34'38 0 W","-39.577222","-16.981944",NA,NA,NA,NA,NA,NA,NA,NA,"2005","05",NA,"-39.577222","-16.981944",NA,NA,NA,NA,NA
"82","2021-02-08 12:53:19-03","UFRGS","ICN","143085","S","Plantae","Monocotyledon",NA,"Poaceae","Dichanthelium","cf. aequivaginatum","Dichanthelium cf. aequivaginatum","(Swallen) Zuloaga",NA,"Conceição, AA","s.n.","2002","01","26","América do Sul","Brasil","BA","Palmeiras","Fumaça","-41.5588989257812","-12.5289001464844",NA,NA,NA,NA,"1280","1280","20767","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-02-08 12:53:19-03","UFRGS","ICN","142985","S","Plantae","Monocotyledon",NA,"Poaceae","Dichanthelium","cf. aequivaginatum","Dichanthelium cf. aequivaginatum","(Swallen) Zuloaga","Guglieri, A","Conceição, AA","1089","2002","11","11","América do Sul","Brasil","BA","Palmeiras","Serra da Larguinha Cachoeira da Fumaça","-41.5588989257812","-12.5289001464844",NA,"Doação Herbário SPF.; Erva com inflorescência verde-clara.; Campo rupestre.",NA,NA,"1280","1280","20767","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-02-08 12:53:19-03","UFRGS","ICN","142982","S","Plantae","Monocotyledon",NA,"Poaceae","Dichanthelium","cf. aequivaginatum","Dichanthelium cf. aequivaginatum","(Swallen) Zuloaga","Guglieri, A","Conceição, AA","1076","2002","07","05","América do Sul","Brasil","BA","Palmeiras","Serra da Larguinha Cachoeira da Fumaça","-41.5588989257812","-12.5289001464844",NA,"Doação Herbário SPF.; Campo rupestre. Erva em vegetação insular de afloramento rochoso.",NA,NA,"1280","1280","20767","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-21 10:15:13-03","IBt","SP","318716","S","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","Valls, JFM","Coradin, L; et al.","8606","1992","09","13",NA,"Brasil","Bahia","Lençóis","Estrada velha Lençois/Mucugê, Km 24, Margem direita do rio Roncador","-41.366667","-12.666667",NA,NA,"SP043011","SP043011","300","300",NA,NA,"2016","01","08","-41.366667","-12.666667",NA,NA,NA,NA,NA
"86","2019-11-21 10:15:13-03","IBt","SP","363516","S","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","Zuloaga, FO","Sant'Ana, SC; et al.","719","1998","10","12",NA,"Brasil","Bahia","Canavieiras","Ca. 19 km de Santa Luzia, na estrada que liga Santa Luzia/Canavieiras","-38.9472007751465","-15.6750001907349",NA,NA,"SP043010","SP043010",NA,NA,"48203","auto","2009","07",NA,NA,NA,NA,NA,NA,NA,NA
