"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","infraspecificEpithet","class","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","sex"
"46","2019-01-25 04:35:00-02","MO","MOBOT","3058657","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","J. Pruski (MO)","H. van der Werff|Luis Valenzuela G.|Efraín Suclli","van der Werff 20704","2006","4","16","Peru","Arequipa",NA,"Road Arequipa-Ubinas, past Chiguata. Scrub on mountain slopes, with much Polylepis higher up.","-71.3177778","-17.3869444",NA,NA,"3600.00000000","4000.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"403","10",NA
"47","2012-03-28 05:28:00-03","MO","MOBOT","3067782","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Jorge Caranqui","Caranqui 1556","2006","6","1","Ecuador","Chimborazo","Riobamba","Reserva Faunistica Chimborazo. Desvio a Refugio del Chimborazo, a 5m de la carretera, cuadrante 10x10m. Paramo seco.","-78.88","-1.5086111",NA,NA,"4366.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","1",NA
"48","2011-06-15 16:35:00-03","MO","MOBOT","2776437","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Carlos E. Cerón|Consuelo Montalvo A.","Cerón Martínez 25856","1994","3","4","Ecuador","Chimborazo","Riobamba","Riobamba, Mercado La Condamine.","-78.11666","-1.35",NA,NA,"2754.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2011-06-09 16:54:00-03","MO","MOBOT","100148872","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","J. Pruski (MO)","Carlos E. Cerón","Cerón Martínez 60574","2007","8","12","Ecuador","Pichincha",NA,"Valle glaciar del páramo de la Vírgen. Remanente de Polylepis (Rosaceae).","-78.2333333","-0.3066667",NA,NA,"3500.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"50","2009-12-29 14:54:00-02","MO","MOBOT","100178750","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","D. Ibañez (LPB), 2009","Javier Quisbert|J. Gutiérrez|Concepción Miranda|Alejandro Noa","Quisbert Quispe 908","2008","4","23","Bolivia","La Paz","Franz Tamayo","Apolobamba, Puinapampa, orillas del rio Puina y laderas adyacentes.","-69.1075","-14.5855555",NA,NA,"3414.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"08-08","1",NA
"51","2011-09-08 17:25:00-03","MO","MOBOT","100205022","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"James West","West 6374","1936","3","30","Bolivia","La Paz",NA,"Streets of Tiaguanaco;l waste ground and along walls.",NA,NA,NA,NA,"3855.00000000","3860.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"52","2009-09-09 13:55:00-03","MO","MOBOT","100214245","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Andrew Townesmith|Rodrigo del Toro Cervantes","Townesmith 1153","2008","6","27","Peru","La Libertad","Trujillo","Purchased from vendors at Mercado Mayorista.","-79.0166667","-8.1166667",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","1",NA
"53","2010-07-07 11:50:00-03","MO","MOBOT","100228491","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","K.M. Meyer (MO)","Alyse Rothrock|Samuel Regalado","Rothrock 54","2008","6","24","Peru","La Libertad","Trujillo","Purchased at Mercado Mayorista.","-79.0166667","-8.1166667",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1",NA
"54","2010-01-05 10:03:00-02","MO","MOBOT","100238944","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","K.M. Meyer (MO)","Karen M. Meyer|G. Chait","Meyer 535","2008","6","30","Peru","Lambayeque","Chiclayo","Purchased at Mercado Moshequeque. Booth - Elmer Cruz.","-79.8333333","-6.7666667",NA,NA,"26.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"120","1",NA
"55","2010-04-19 15:31:00-03","MO","MOBOT","100268205","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Karen M. Meyer|Andrew Townesmith|Jennifer Truppner","Meyer 904","2010","1","13","Peru","La Libertad","Trujillo","Purchased in the Mayorista Market. Medicinal plant area.","-79.0166667","-8.1166667",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"154","2",NA
"56","2011-04-15 17:03:00-03","MO","MOBOT","100269096","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","K.U. Kramer","Karl U. Kramer|Ulrich G. Eskuche|B. Dubs","Kramer 10715","1989","10","16","Argentina","Catamarca",NA,"Road over the pass from Concepción (Tucumán) to Andalgalá.",NA,NA,NA,NA,"1900.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"57","2010-04-22 15:43:00-03","MO","MOBOT","100269100","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","B.S. Vuilleumier","Luis A. Mille","Mille 748",NA,NA,NA,"Ecuador",NA,NA,"In posc. and utr.que catenoe. In monte Pichuncha.",NA,NA,NA,NA,"3800.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"58","2010-04-22 15:45:00-03","MO","MOBOT","100269102","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","J. Pruski (MO)","G.C.G. Argent","Argent 488","1976","8","10","Ecuador","Cotopaxi",NA,"Cotopaxi National Park. By road through park.","-78.4","-0.6666667",NA,NA,"4000.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"59","2010-05-25 21:45:00-03","MO","MOBOT","100269167","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Anonymous","Anonymous s.n.",NA,NA,NA,"Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"60","2010-04-23 10:12:00-03","MO","MOBOT","100269230","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","J. Pruski (MO)","Jef D. Boeke","Boeke 523","1976","12","18","Ecuador","Cotopaxi",NA,"Quevedo-Latacunga highway. 25.8 km east of Pilalo.",NA,NA,NA,NA,"3775.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"61","2010-04-23 10:18:00-03","MO","MOBOT","100269232","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"SCHNYDER","SCHNYDER 108",NA,NA,NA,"Argentina","Córdoba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"62","2010-04-23 10:21:00-03","MO","MOBOT","100269234","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"John G. Hawkes","Hawkes 3319","1966","1","24","Argentina","Córdoba","Punilla","Road from Tanti to Salsacate, turning to south, base of Los Gigantes, Sierra Grande.","-64.7666667","-31.4333333",NA,NA,"1830.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"63","2011-04-13 13:21:00-03","MO","MOBOT","100269237","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Angel L. Cabrera|Amelia M. Deferrari|Jorge L. Frangi|M.T. Marrone|Bruno Petriella","Cabrera 18775","1968","1","2","Argentina","Córdoba",NA,"Los Gigantes.",NA,NA,NA,NA,"1900.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"64","2011-01-05 16:05:00-02","MO","MOBOT","100335043","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"M. Yausín","Yausín 18","2005","1","9","Ecuador","Chimborazo",NA,"Vía a Guaranda, entrada al refugio.",NA,NA,NA,NA,"3513.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"65","2016-04-06 05:30:00-03","MO","MOBOT","100393970","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","D. Minga (HA)","Carmen Ulloa|Christopher Davidson|Sharon R. Christoph|X. Clavijo","Ulloa Ulloa 2145","2011","6","9","Ecuador","Azuay",NA,"Parque Nacional Cajas, Laguna de Llaviuco.","-79.1437194","-2.8439722",NA,NA,"3170.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"131","3",NA
"66","2011-09-02 12:04:00-03","MO","MOBOT","100407204","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","Foster's catalog notes file","Otto Buchtien","Buchtien 4811","1910","5",NA,"Bolivia","La Paz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"67","2011-09-02 12:17:00-03","MO","MOBOT","100407213","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","Foster's catalog notes file","Martín Cárdenas","Cárdenas Hermosa 231","1932","6",NA,"Bolivia","Potosí",NA,NA,NA,NA,NA,NA,"4000.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"68","2011-09-02 13:37:00-03","MO","MOBOT","100407253","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","Foster's catalog notes file","Karl Fiebrig","Fiebrig 3018","1904","1","30","Bolivia",NA,NA,"Escayache",NA,NA,NA,NA,"3600.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"69","2011-09-02 14:05:00-03","MO","MOBOT","100407264","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","Foster's catalog notes file","K. Bender","Bender 18","1909","4",NA,"Bolivia",NA,NA,"San Vincente",NA,NA,NA,NA,"4200.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"70","2011-09-02 14:27:00-03","MO","MOBOT","100407278","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","Foster's catalog notes file","Otto Kuntze","Kuntze s.n.",NA,NA,NA,"Bolivia",NA,NA,"Challa pass",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"71","2014-07-08 05:52:00-03","MO","MOBOT","100409182","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","Foster's catalog notes file","Juan Isern","Isern Batlló y Carrera 579","1863","7","12","Bolivia",NA,NA,"Tiaguanaco {Tiahuanaco, Bolivia in Google}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"72","2014-03-14 05:46:00-03","MO","MOBOT","100409205","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","Foster's catalog notes file","A.C.V.D. d'Orbigny","Orbigny 1408",NA,NA,NA,"Bolivia","Potosí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"73","2011-09-08 15:46:00-03","MO","MOBOT","100409247","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","Foster's catalog notes file","K. Pflanz","Pflanz 141","1908","3",NA,"Bolivia","La Paz",NA,"Palca - La Paz",NA,NA,NA,NA,"4100.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"74","2011-09-08 16:28:00-03","MO","MOBOT","100409274","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","Foster's catalog notes file","Henry H. Rusby","Rusby 2668",NA,NA,NA,"Bolivia",NA,NA,"Unduavi",NA,NA,NA,NA,"3657.60000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"75","2011-09-08 16:32:00-03","MO","MOBOT","100409276","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","Foster's catalog notes file","José Steinbach","Steinbach G. 4065","1920","4","22","Bolivia","Cochabamba",NA,"Caluga",NA,NA,NA,NA,"3800.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"76","2013-08-20 14:39:00-03","MO","MOBOT","100622573","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"J.C. Mulray","Mulray 1236","1977","4","2","Peru",NA,NA,"Obras Cochas, a pass in the puna bet. Tarma and Oroya.",NA,NA,NA,NA,"3962.40000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"77","2014-12-18 05:31:00-02","MO","MOBOT","100675797","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","M. Zarate","Modesto Zárate|et al.","Zárate B. MZ2273","2006","3","10","Bolivia",NA,NA,"Quillacollo, Chorojo, Comunidad de Chorojo.","-66.4730556","-17.4605556",NA,NA,"3750.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"78","2014-04-04 15:29:00-03","MO","MOBOT","100698590","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Andrew Townesmith|Carolina Téllez","Townesmith 2308","2012","4","26","Peru","La Libertad","Trujillo","Purchased at the Mercado Mayorista in Trujillo.","-79.0166667","-8.1166667",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"567","2",NA
"79","2014-06-30 13:31:00-03","MO","MOBOT","100715252","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","L. Torrico","Leslie Torrico|et al.","Torrico Condarco 692","2006","3","13","Bolivia","Oruro","Poopo","Pazña, A 1 km al este del balneario de Urmiri pasando la ex central eléctrica.","-66.85","-18.5766667",NA,NA,"3729.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"80","2015-03-24 15:17:00-03","MO","MOBOT","100801595","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"M. Monigatti|F. Díaz Vega","Monigatti 383","2010","10","4","Peru","La Libertad","Bolivar","Distrito Uchumarca. Near town of Uchumarca, Jalca.","-77.8038833","-7.0435833",NA,NA,"2804.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"81","2017-08-07 09:02:00-03","MO","MOBOT","100990785","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"S.P. Sylvester","Sylvester 1531","2012","5","3","Peru","Cusco","La Convención","Distrito-Santa Teresa. Grazed slopes in the central Phacchaq valley on the East side of the river. Yanama.","-72.8386111","-13.2622222",NA,NA,"4236.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"82","2018-08-28 11:45:00-03","MO","MOBOT","101065635","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Deborah M. Pearsall","Pearsall 845","1981","7","27","Peru",NA,NA,"SAIS Atacsaico, Panaulauca Cave area, Junín puna, central Peruvian Andes.",NA,NA,NA,NA,"4200.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"83","2018-09-04 11:06:00-03","MO","MOBOT","101066232","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","M.O. Dillon, Field Museum","Deborah M. Pearsall","Pearsall 1182","1983","1","6","Peru","Junín",NA,"SAIS Atacsaico, Panaulauca Cave area, Junín puna, central Peruvian Andes. West side of Transect 3.",NA,NA,NA,NA,"4200.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"84","2010-04-22 15:27:00-03","MO","MOBOT","1162670","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","H. Robinson (US)","E. Kohn","Kohn 1473","1991","12",NA,"Ecuador","Cañar",NA,"Ingapirca Parish. Ingapirca. Silante Alto. Highly disturbed Montane Humid Forest life zone.","-78.8166667","-2.4833333",NA,NA,"3450.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"85","2010-04-22 15:26:00-03","MO","MOBOT","1410337","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","Harold Robinson (US), August","P.M. Jørgensen|Carmen Ulloa|Edwin Narváez","Jørgensen 2060","2000","1","3","Ecuador","Azuay",NA,"Parque Nacional Cajas. Road Cuenca-Sayausí-Molleturo, beyond the pass. Km 47.8. Páramo vegetation.","-79.3047222","-2.7988889",NA,NA,"3720.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","1",NA
"86","2008-05-27 22:02:00-03","MO","MOBOT","1524706","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","J. Pruski","Michael H. Nee","Nee 36646",NA,NA,NA,"Bolivia","Cochabamba",NA,NA,NA,NA,NA,NA,"3950.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2011-06-09 16:53:00-03","MO","MOBOT","1735021","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","C. Cerón (QAP)","Carlos E. Cerón","Cerón Martínez 19439","1992","7","16","Ecuador","Bolívar","Guaranda","Reserva Faunística del Chimborazo. Parroquia Guanugo. Cerca al Centro de la Comunidad de Pachancho lado nor Occidental de la Reserva. Bosque muy húmedo subalpino. Cuadrante de 2 x 2 m. Vegetación de páramo. Dominio de Pajonal con escasas Chuquisaques en les partes altas y rocosas. Topografía colinada. Suelo negro andino, algunos colinas con rocas aflorescentes, apariencia seca. Area de pastoreo de borregos y llamas.","-78.9833333","-1.35",NA,NA,"4030.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","2",NA
"88","2009-08-29 06:41:00-03","MO","MOBOT","1739032","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","C. Cerón (QAP)","Carlos E. Cerón|Nelson Gallo","Cerón Martínez 19586","1992","7","19","Ecuador","Chimborazo","Riobamba","Mercado San Alfonso (feria de sábados). Estepa espinosa Montano Bajo. Informantes: M. Obando C., E. Obando, E. Obando y J. Obando. Las plantas se traen de Ambato (alrededores), de Chambo, Cubijíes, Quimia y San Luis. Las que mas se vende son: Cedron, Hierbaluisa, Romero, Matico, Llantén, Taraxaco y Torongil.","-78.65","-1.66666",NA,NA,"2900.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","3",NA
"89","2011-06-09 16:53:00-03","MO","MOBOT","1746393","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","C. Cerón (QAP)","Carlos E. Cerón","Cerón Martínez 19804","1992","8","3","Ecuador","Chimborazo",NA,"Reserva Faunistica del Chimborazo. Lado Occidental de la Reserva. Cerca al Páramo de Totorillas. Bosque muy húmedo Subalpino.","-78.8166667","-1.5",NA,NA,"3400.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","4",NA
"90","2010-04-22 15:28:00-03","MO","MOBOT","1801245","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","G. Harling","Alwyn H. Gentry","Gentry 12370","1974","11","2","Ecuador","Pichincha",NA,"Cerro Pichincha, above Quuito, bunch grass steppe and shrubby vegetation.","-78.544","-0.162",NA,NA,"3500.00000000","5000.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3693","1",NA
"91","2017-06-19 17:47:00-03","MO","MOBOT","1808495","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.","(1-scaled) John Pruski (MO)","Carmen Ulloa|P.M. Jørgensen","Ulloa Ulloa 1314","2003","1","19","Ecuador","Azuay","Cuenca","Parque Nacional Cajas, km 32.9 Cuenca-Molleturo. Al lado del carretero.","-79.2013889","-2.7894444",NA,NA,"3800.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","3",NA
"92","2020-12-28 04:52:00-03","MO","MOBOT","2035992","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Paul C. Hutchison|Óscar Tovar","Hutchison 4217","1964","2","29","Peru","Junín","Yauli","Between Oroya and summit (of road to Lima), Hacienda Pucará.",NA,NA,NA,NA,"4370.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"235",NA,NA
"93","2009-06-25 14:15:00-03","MO","MOBOT","2198313","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Armando T. Hunziker","Hunziker 19228",NA,NA,NA,"Argentina","Catamarca","Ambato","Sierra de Ambato (Falda este): Subiendo desde El Rodeo hacia el Cerro Manchado",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2009-06-25 14:15:00-03","MO","MOBOT","2198342","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Armando T. Hunziker","Hunziker 19094",NA,NA,NA,"Argentina","Catamarca","Ambato","Sierra de Ambato (Falda este): Subiendo desde El Rodeo hacia el Cerro Manchado",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2009-06-25 14:15:00-03","MO","MOBOT","2198365","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Armando T. Hunziker","Hunziker 19151",NA,NA,NA,"Argentina","Catamarca","Ambato","Sierra de Ambato (Falda este): Subiendo desde El Rodeo hacia el Cerro Manchado",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2009-06-25 14:15:00-03","MO","MOBOT","2198391","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Armando T. Hunziker","Hunziker 19221",NA,NA,NA,"Argentina","Catamarca","Ambato","Sierra de Ambato (Falda este): Subiendo desde El Rodeo hacia el Cerro Manchado",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2009-06-25 14:15:00-03","MO","MOBOT","2198419","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Armando T. Hunziker","Hunziker 19064","1967",NA,NA,"Argentina","Catamarca","Ambato","Sierra de Ambato (Falda este): Subiendo desde El Rodeo hacia el Cerro Manchado",NA,NA,NA,NA,"2000.00000000","2300.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2011-01-21 22:26:00-02","MO","MOBOT","2198449","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Armando T. Hunziker|Teresa Di Fulvio","Hunziker 19872","1968",NA,NA,"Argentina","Catamarca","Ambato","Sierra de Ambato (Falda este): alrededores de Casa de Cubas",NA,NA,NA,NA,"3000.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
