"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"42","2021-03-24 16:38:58-03","FURB","FURB","66950","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Gonzatti, F.; Kulkamp, J.; Coelho, G.P. & Guerra, E.","4722","2018","12","09",NA,"Brasil",NA,NA,NA,"FURB66950","FURB66950","Bahia","Arataca","-39.3463889","-15.1805556","760","760","Gonzatti, F.","2019","08",NA,"-39.3463889","-15.1805556",NA,NA,NA,NA,NA,NA
"43","2021-03-16 17:56:46-03","UCS","HUCS","50072","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R. Sm. & R.C. Moran","Gonzatti, F.","4722","2018","12","09",NA,"Brasil","Parque Nacional da Serra do Lontra, Serra do Peito de Moça",NA,"Erva epífita em tronco de arvoreta na mata nebular","HUCS003028","HUCS003028","Bahia","Arataca","-39.346389","-15.180556","760","760","Gonzatti, F.","2019","08",NA,"-39.346389","-15.180556",NA,NA,NA,NA,NA,NA
"44","2020-12-14 16:14:50-03","UFC","EAC","51581","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Paula-Zárate, E.L.","s.n.","2001","05","20","Southern America","Brasil","Próx. à Pedra da Rajada",NA,"Epífita, fértil.","EAC0051581","EAC0051581","Ceará","Maranguape","-38.6856002807617","-3.89083003997803",NA,NA,"Paula-Zárate, E.L.","2001",NA,NA,NA,NA,NA,NA,"40608","auto",NA,NA
"45","2020-12-14 16:14:50-03","UFC","EAC","18942","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Félix, L.P.","s.n.","1992","10","04","Southern America","Brasil","Próximo à Pedra da Rajada, Serra de Maranguape",NA,"Epífita, frequente.","EAC0018942","EAC0018942","Ceará","Maranguape","-38.6856002807617","-3.89083003997803",NA,NA,"Paula-Zárate, E.L.; Lopes, M.S.","2003","03",NA,NA,NA,NA,NA,"40608","auto",NA,NA
"46","2020-12-14 16:14:50-03","UFC","EAC","30805","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Lopes, M.S.","s.n.","2001","02","01","Southern America","Brasil","Pedra da Rajada",NA,"Alta umidade, proximo ao cume da serra, junto a musgos e epifitas; Mata umida","EAC0030805","EAC0030805","Ceará","Maranguape","-38.6856002807617","-3.89083003997803","900","900","Lopes, M.S.","2001","02","01",NA,NA,NA,NA,"40608","auto",NA,NA
"47","2020-12-21 16:29:18-03","MBM","MBM","314178","PreservedSpecimen","Plantae",NA,NA,"Grammitidaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R. Sm. & R.C. Moran","Mynssen, C.M.; et al.; et al.","642","2004","08","24","Southern America","Brazil","Reserva Santa Lúcoa, trilha do túmulo Augusto Ruschi",NA,"Rupícola ciófila, ca. 650m alt.","MBM314178","MBM314178","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,"Mynssen, C.","2005","02","14",NA,NA,NA,NA,"23813","auto",NA,NA
"48","1997-01-12 15:26:52-02","MNHN","RECOLNAT_MNHN_P","P00696641","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Mélinon, E.M.",NA,"1876",NA,NA,NA,"Guyane française","Maroni, dans les forêts des environs de St Laurent","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696641' target='other'> <mi>dwc_moreinfo</mi></a>","P00696641","P00696641_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98",NA
"49","2013-01-07 14:28:37-02","MNHN","RECOLNAT_MNHN_P","P00696416","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Lechler, W.",NA,"1854","7",NA,NA,"Pérou","In umbrosis prope San Gavan","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696416' target='other'> <mi>dwc_moreinfo</mi></a>","P00696416","P00696416_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2166",NA
"50","2015-09-27 07:05:38-03","MNHN","RECOLNAT_MNHN_P","P00696417","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Lechler, W.",NA,"1854","7",NA,NA,"Pérou","In umbrosis prope San Gavan","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696417' target='other'> <mi>dwc_moreinfo</mi></a>","P00696417","P00696417_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2166",NA
"51","2015-09-05 12:46:41-03","MNHN","RECOLNAT_MNHN_P","P00696418","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Lechler, W.",NA,"1854","7",NA,NA,"Pérou","In umbrosis prope San Gavan","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696418' target='other'> <mi>dwc_moreinfo</mi></a>","P00696418","P00696418_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2166",NA
"52","2015-09-05 08:06:30-03","MNHN","RECOLNAT_MNHN_P","P00696419","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Lechler, W.",NA,"1854","7",NA,NA,"Pérou","In umbrosis prope San Gavan","hb","Herb.ar. Filic. Luerssen n° 10381 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696419' target='other'> <mi>dwc_moreinfo</mi></a>","P00696419","P00696419_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2166",NA
"53","2015-09-05 12:45:53-03","MNHN","RECOLNAT_MNHN_P","P00696453","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Moritz, J.W.K.",NA,NA,NA,NA,NA,"Venezuela","ad truncos arborum in reg. subalpina, Col. Tovar","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696453' target='other'> <mi>dwc_moreinfo</mi></a>","P00696453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"254",NA
"54","2015-09-05 12:46:42-03","MNHN","RECOLNAT_MNHN_P","P00696566","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Spruce, R.",NA,NA,NA,NA,NA,"[Pérou]","Cerro Albitagua","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696566' target='other'> <mi>dwc_moreinfo</mi></a>","P00696566","P00696566_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2015-09-05 08:35:25-03","MNHN","RECOLNAT_MNHN_P","P00696600","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Villiers, J.F.",NA,"1987","3","22",NA,"Guyane française","6 km N saut Pararé sur riv. Arataye ; et env. 68 km WSW Regina","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696600' target='other'> <mi>dwc_moreinfo</mi></a>","P00696600","P00696600_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3978",NA
"56","2015-09-05 08:35:25-03","MNHN","RECOLNAT_MNHN_P","P00696601","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Jenman, G.S.",NA,"1882","1",NA,NA,"Guyana","Demenara","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696601' target='other'> <mi>dwc_moreinfo</mi></a>","P00696601","P00696601_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1495",NA
"57","2014-06-11 11:19:39-03","MNHN","RECOLNAT_MNHN_P","P00696626","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","s.c.",NA,"1880","1",NA,NA,"British Guiana","s.l.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696626' target='other'> <mi>dwc_moreinfo</mi></a>","P00696626","P00696626_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2014-01-17 11:32:05-02","MNHN","RECOLNAT_MNHN_P","P00696627","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Schomburgk, W.",NA,"1841",NA,NA,NA,"Guyana","Brit. Guiana","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696627' target='other'> <mi>dwc_moreinfo</mi></a>","P00696627","P00696627_01",NA,NA,NA,NA,NA,NA,"Labiak",NA,NA,NA,NA,NA,NA,NA,NA,NA,"51",NA
"59","2014-01-17 11:32:05-02","MNHN","RECOLNAT_MNHN_P","P00696628","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Kappler, A.",NA,"1843","10",NA,NA,"Surinam","Ad truncois arborum in sylvis reg. inter. pr. Victoriam","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696628' target='other'> <mi>dwc_moreinfo</mi></a>","P00696628","P00696628_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"651 b",NA
"60","2017-11-14 16:21:13-02","MNHN","RECOLNAT_MNHN_P","P00696629","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Kappler, A.",NA,"1843","10",NA,NA,"Surinam","Ad truncois arborum in sylvis reg. inter. pr. Victoriam","hb","La part ne mentionne pas clairement de récolteur. Elle a été rapprochée de Kappler par le n° 651 b, qui n'est peut-être pas un n° de récolte !!! <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696629' target='other'> <mi>dwc_moreinfo</mi></a>","P00696629","P00696629_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"651 b",NA
"61","2015-09-05 12:47:12-03","MNHN","RECOLNAT_MNHN_P","P00696630","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Benoist, R.",NA,"1913","11","18",NA,"Guyane Française","Charvein, tracé du camp des Balatistes, à 1 km","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696630' target='other'> <mi>dwc_moreinfo</mi></a>","P00696630","P00696630_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"268",NA
"62","2015-09-28 18:51:11-03","MNHN","RECOLNAT_MNHN_P","P00696631","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Benoist, R.",NA,"1913","11","18",NA,"Guyane Française","Charvein, tracé du camp des Balatistes, à 1 km","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696631' target='other'> <mi>dwc_moreinfo</mi></a>","P00696631","P00696631_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"268",NA
"63","2015-09-27 14:32:59-03","MNHN","RECOLNAT_MNHN_P","P00696632","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Richard, L.C.",NA,NA,NA,NA,NA,"Guyane française","Cayenne","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696632' target='other'> <mi>dwc_moreinfo</mi></a>","P00696632","P00696632_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2015-09-05 12:47:12-03","MNHN","RECOLNAT_MNHN_P","P00696633","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Granville, J.J. de|Berg, C.C.|Jansen-Jacobs, M.|van Stetten, J.",NA,"1984","1","17",NA,"Guyane française","Montagnes de la Trinité, inselberg Nord-Ouest","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696633' target='other'> <mi>dwc_moreinfo</mi></a>","P00696633","P00696633_01",NA,NA,NA,NA,"450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6097",NA
"65","2015-09-27 14:33:18-03","MNHN","RECOLNAT_MNHN_P","P00696634","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Granville, J.J. de",NA,"1980","10","3",NA,"Guyane Française","Monts Bakra - Pic Coudreau","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696634' target='other'> <mi>dwc_moreinfo</mi></a>","P00696634","P00696634_01",NA,NA,NA,NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4122",NA
"66","2015-09-27 14:33:56-03","MNHN","RECOLNAT_MNHN_P","P00696635","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Granville, J.J. de",NA,"1980","10","2",NA,"Guyane française","Mont Bakra, à 1,5 km Ouest du Pic Coudreau","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696635' target='other'> <mi>dwc_moreinfo</mi></a>","P00696635","P00696635_01",NA,NA,NA,NA,"530",NA,"Labiak",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4096",NA
"67","2015-09-27 14:24:15-03","MNHN","RECOLNAT_MNHN_P","P00696636","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Granville, J.J. de",NA,"1974","1","24",NA,"Guyane française","Fleuve Sinnamary : Crique Grégoire, grande chute","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696636' target='other'> <mi>dwc_moreinfo</mi></a>","P00696636","P00696636_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023",NA
"68","2015-09-03 20:48:20-03","MNHN","RECOLNAT_MNHN_P","P00696637","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Cremers, G.|Allorge, L.|Görts-van Rijn, A.R.A.|de Granville, J.J.|Kodjoed-Bonneton, J.F.",NA,"1985","9","19",NA,"Guyane française","Montagne de l'Inini, extrémité NW","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696637' target='other'> <mi>dwc_moreinfo</mi></a>","P00696637","P00696637_01",NA,NA,"-53.57778","3.53333","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9028",NA
"69","2015-09-03 20:48:20-03","MNHN","RECOLNAT_MNHN_P","P00696638","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Cremers, G.",NA,"1981","8","5",NA,"Guyane Française","Inselberg au NW des Monts de la Trinité. Est de la Mana","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696638' target='other'> <mi>dwc_moreinfo</mi></a>","P00696638","P00696638_01",NA,NA,NA,NA,"300","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7421",NA
"70","2018-02-01 12:14:06-02","MNHN","RECOLNAT_MNHN_P","P00696639","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Cremers, G.",NA,"1980","9","11",NA,"Guyane Française","Massif des Emerillons, centre ; savane roche exposée à l'est","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696639' target='other'> <mi>dwc_moreinfo</mi></a>","P00696639","P00696639_01",NA,NA,NA,NA,"300","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6646",NA
"71","2015-09-27 15:39:14-03","MNHN","RECOLNAT_MNHN_P","P00696656","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Guillemin, J.B.A.",NA,NA,NA,NA,NA,"Brésil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696656' target='other'> <mi>dwc_moreinfo</mi></a>","P00696656","P00696656_01",NA,NA,NA,NA,NA,NA,"Labiak",NA,NA,NA,NA,NA,NA,NA,NA,NA,"90",NA
"72","2015-09-27 16:14:47-03","MNHN","RECOLNAT_MNHN_P","P00696657","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Poiteau, P.A.",NA,"1824",NA,NA,NA,"Guyane",NA,"hb","Fougères catal. N° 51,30 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696657' target='other'> <mi>dwc_moreinfo</mi></a>","P00696657","P00696657_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2013-12-10 14:45:59-02","MNHN","RECOLNAT_MNHN_P","P00696669","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Leprieur, F.M.R.",NA,"1831","1",NA,NA,"Guyane française","in sylvis ad .?. Gabaret","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696669' target='other'> <mi>dwc_moreinfo</mi></a>","P00696669","P00696669_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"141",NA
"74","2020-03-11 09:01:34-03","URCA","HCDAL","9088","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R. Sm. & R.C. Moran","Paula-Zárate, E.L.","EAC5181","2011","05","20",NA,"Brasil","Próximo a pedra rajada",NA,"Epífita; fértil.",NA,NA,"Ceará","Maranguape","-38.6856002807617","-3.89083003997803",NA,NA,"Paula-Zárate, E.L.","2001",NA,NA,NA,NA,NA,NA,"40608","auto",NA,NA
"75","2020-09-29 14:53:35-03","UFPR","UPCB","68716","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Matos, F.B.","930","2006","02","08",NA,"Brasil","Divisa entre Bahia e Minas Gerais. Fazenda Duas Barras. Reserva do Alto Cariri. Trilha da caixa d'água.",NA,"Epífita no interior da mata. Floresta Ombrófila Densa Montana.","UPCB0007060","UPCB0007060","Minas Gerais","Santa Maria do Salto","-40.533333","-16.406389","950","950","Matos, F.B.","2010","05",NA,"-40.533333","-16.406389",NA,NA,NA,NA,NA,NA
"76","2020-09-29 14:53:35-03","UFPR","UPCB","57838","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Labiak, P.H.","4022","2007","07","11",NA,"Brasil","BLOQUEADO",NA,"Rupícola no interior da mata. Floresta de Encosta, próximo ao rio Timbuí..","UPCB0007063","UPCB0007063","Espírito Santo","Santa Teresa",NA,NA,"600","600","Labiak, P.H. & Matos, F.B.","2007","07",NA,"9999","9999",NA,NA,NA,NA,NA,NA
"77","2020-09-29 14:53:35-03","UFPR","UPCB","63403","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Labiak, P.H.","3644","2006","08","06",NA,"Brasil","Serra do Peito de Moça, estrada que liga Arataca à Una, ramal ca. 22,4km de Arataca com entrada no Assentamento Santo Antônio. RPPN Caminho das Pedras.",NA,"Epífita na floresta nebular. Floresta ombrófila densa montana..","UPCB0007062","UPCB0007062","Bahia","Arataca","-39.341667","-15.173611","950","950","Labiak, P.H.","2006","08",NA,"-39.341667","-15.173611",NA,NA,NA,NA,NA,NA
"78","2020-09-29 14:53:35-03","UFPR","UPCB","63404","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Labiak, P.H.","3640","2006","08","06",NA,"Brasil","Serra do Peito de Moça, estrada que liga Arataca à Una, ramal ca. 22,4km de Arataca com entrada no Assentamento Santo Antônio. RPPN Caminho das Pedras.",NA,"Epífita no interior da floresta nebular. Floresta ombrófila densa montana..","UPCB0007061","UPCB0007061","Bahia","Arataca","-39.341667","-15.173611","900","900","Labiak, P.H.","2006","08",NA,"-39.341667","-15.173611",NA,NA,NA,NA,NA,NA
"79","2020-09-29 14:53:35-03","UFPR","UPCB","68742","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Matos, F.B.","752","2005","07","21",NA,"Brasil","Serra do Peito de Moça. Estrada Arataca - Una, com entrada no assentamento Santo Antônio, ca. 22,4Km de Arataca. RPPN Caminho das Pedras. Trilha para a Serra.",NA,"Epífita associada à briófitas no interior da mata. Alto do morro. Floresta Ombrófila Densa.","UPCB0007070","UPCB0007070","Bahia","Arataca","-39.341944","-15.173889","1000","1000","Matos, F.B.","2010","05",NA,"-39.341944","-15.173889",NA,NA,NA,NA,NA,NA
"80","2020-09-29 14:53:35-03","UFPR","UPCB","68743","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Matos, F.B.","753","2005","07","21",NA,"Brasil","Serra do Peito de Moça. Estrada Arataca - Una, com entrada no assentamento Santo Antônio, ca. 22,4Km de Arataca. RPPN Caminho das Pedras. Trilha para a Serra.",NA,"Epífita associada à briófitas no interior da mata. Alto do morro. Floresta Ombrófila Densa.","UPCB0007059","UPCB0007059","Bahia","Arataca","-39.341944","-15.173889","1000","1000","Matos, F.B.","2010","05",NA,"-39.341944","-15.173889",NA,NA,NA,NA,NA,NA
"81","2020-09-29 14:53:35-03","UFPR","UPCB","69023","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Matos, F.B.","1016","2006","02","16",NA,"Brasil","Serra do Peito de Moça. Estrada que liga Arataca à Una, ramal ca. 22,4 km de Arataca com entrada no assentamento Santo Antônio. RPPN Caminho das Pedras.",NA,"Epífita pendente no interior da mata, no alto do morro. Floresta Ombrófila Densa Montana.","UPCB0007069","UPCB0007069","Bahia","Arataca","-39.341667","-15.173611","1000","1000","Matos, F.B.","2010","05",NA,"-39.341667","-15.173611",NA,NA,NA,NA,NA,NA
"82","2020-09-29 14:53:35-03","UFPR","UPCB","69053","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Matos, F.B.","1368","2007","04","14",NA,"Brasil","RPPN Serra Bonita. 10 km W de Camacan na estrada para Jacarecí, 6 km SW na estrada para a RPPN e Torre de transmissão. Trilha que desce ao lado da pousada.",NA,"Epífita na copa de árvore caída, no interior da mata. Floresta Ombrófila Densa Montana.","UPCB0007068","UPCB0007068","Bahia","Camacan","-39.564722","-15.393056","750","750","Matos, F.B.","2007","01","01","-39.564722","-15.393056",NA,NA,NA,NA,NA,NA
"83","2020-09-29 14:53:35-03","UFPR","UPCB","69242","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Amorim, A.M.","5359","2005","10","12",NA,"Brasil","Serra do Peito-de-Moça - Serra das Lontras. Estrada Arataca-Una, ramal 22,4 km de Arataca, assentamento Sto. Antônio. RPPN Caminho das Pedras. Trilha para o pico, após casa do Sr. Mormaço.",NA,"Epífita, umbrófila. Crescendo em lugares muito úmidos. Floresta Ombrófila Densa Montana..","UPCB0007067","UPCB0007067","Bahia","Arataca","-39.341667","-15.173611",NA,NA,"Matos, F.B.","2010","05",NA,"-39.341667","-15.173611",NA,NA,NA,NA,NA,NA
"84","2020-09-29 14:53:35-03","UFPR","UPCB","71257","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Pietrobom, M.R.","8050","2008","09","04",NA,"Brasil","ESEC do Grão Pará, Serra do Acari, trilha 4 de 3000m, proximidades da parcela 3. Floresta de Terra Firme Sub-Montana Aberta.",NA,"Epífita sobre tronco vivo próximo do igarapé..","UPCB0007066","UPCB0007066","Pará","Oriximiná","-58.801667","1.271111","501","501","Labiak, P.H.","2010","07",NA,"-58.801667","1.271111",NA,NA,NA,NA,NA,NA
"85","2020-09-29 14:53:35-03","UFPR","UPCB","71258","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Maciel, S.","1019","2008","09","01",NA,"Brasil","ESEC do Grão Pará, Serra do Acari.",NA,NA,"UPCB0007065","UPCB0007065","Pará","Oriximiná","-55.8661003112793","-1.76556003093719",NA,NA,"Labiak, P.H.","2010","07",NA,NA,NA,NA,NA,"479450","auto",NA,NA
"86","2020-09-29 14:53:35-03","UFPR","UPCB","71259","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Maciel, S.","1020","2008","09","01",NA,"Brasil","ESEC do Grão Pará, Serra do Acari.",NA,NA,"UPCB0007064","UPCB0007064","Pará","Oriximiná","-55.8661003112793","-1.76556003093719",NA,NA,"Labiak, P.H.","2010","07",NA,NA,NA,NA,NA,"479450","auto",NA,NA
