"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem"
"46","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","28272",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","L. Kollmann/06-11-2006","R. C. Britto","138","2006","09","09",NA,"Brasil","Espírito Santo","Itaguaçu","Cachoeirão","-40.934722","-19.751111",NA,"Erva com 0,5m, com um curto caule de aproximadamente 5cm, somente inflorescência masculina, flores rosa-claro com estames amarelos e haste rosa-escuro, folhas com pêlos vermelhos.","MBML028272","MBML028272_1 MBML028272_2",NA,NA,NA,NA,"40W56'5","19S45'4",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","29221",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","L. Kollmann/18-03-2007","L. Kollmann","9561","2007","03","18",NA,"Brasil","Espírito Santo","Santa Leopoldina","Timbuí Seco","-40.596389","-20.054167",NA,"Erva rupícula na meia sombra, flores brancas, frutos avermelhados.","MBML029221","MBML029221",NA,NA,NA,NA,"40W35'47","20S3'15",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","29465",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","V. Demuner, 21/3/2007","V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3335","2007","03","21",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água Viva, Pedra do Cruzeiro), propr.: Aguilar A. Lorenccini","-40.549389","-19.345972",NA,"Herbácea botões florais, flores brancas (CULTIVO). Sobre rocha, muito sombreado.","MBML029465","MBML029465","200","200",NA,"2007","40W32'57,8","19S20'45,5","03","21",NA,NA,NA,NA,NA,NA
"49","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","29488",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","V. Demuner, 21/3/2007","V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3375","2007","03","22",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, propr.: Deoclécio Lorenccini","-40.514167","-19.351944",NA,"Herbácea botões florais, flores e frutos brancos, folha face abaxial com pêlos vermelhos. Afloramento rochoso, interior de mata.","MBML029488","MBML029488","150","150",NA,"2007","40W30'51","19S21'7","03","21",NA,NA,NA,NA,NA,NA
"50","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","31768",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","Bernarda S. Gregório/03-07-2013","M.M.M. Lopes; et al","420","2006","01","08",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita","-39.565278","-15.391667",NA,NA,"MBML031768","MBML031768",NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","31772",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","Bernarda S. Gregório/03-07-2013","A. M. Amorim; et al","4176","2004","07","27",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita","-39.565278","-15.391667",NA,NA,"MBML031772","MBML031772",NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","34099",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"L. Kollmann; et al","10581","2008","02","13",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.101667","-20.526944",NA,"Erva saxícola na sombra, flores brancas, tricomas avermelhados. Material prensado em álcool.","MBML034099","MBML034099_1 MBML034099_2",NA,NA,NA,NA,"41W6'6","20S31'37",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","35883",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","L. Kollmann/20-01-2008","L. Kollmann; A.P. Fontana, D.Couto, C. Fraga & M. Simonelli","10371","2008","01","20",NA,"Brasil","Espírito Santo","Alegre","Monte Cristo","-41.398611","-20.681111",NA,"Erva saxícola, flores brancas, folhas verdes com tricomas rosados, peciolo e pedúnculo vermelho.","MBML035883","MBML035883","500","500",NA,NA,"41W23'55","20S40'52",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","41143",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"L. Kollmann; & R. Cribari","12216","2011","03","01",NA,"Brasil","Espírito Santo","Serra","Mestre Alvaro","-40.308333","-20.1675",NA,"Afloramento rochoso. Saxicola na luz forte, folhas verde-escuras,","MBML041143","MBML041143_1 MBML041143_2","600","600",NA,NA,"40W18'30","20S10'3",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","42383",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","L.Kollmann/24-8-2010","L. Kollmann","12023","2010","08","24",NA,"Brasil","Espírito Santo","Santa Leopoldina","Timbui Seco","-40.596389","-20.053889",NA,"Erva rupícola ao sol, frutos secos.","MBML042383","MBML042383_1 MBML042383_2","530","530",NA,NA,"40W35'47","20S3'14",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","42411",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","L.Kollmann/17-01-2011","L. Kollmann; & D. Couto","12142","2011","01","17",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim","Burarama,Canta Galo","-41.355","-20.681944",NA,"Flores brancas, folhas verdes com tricomas rosas.","MBML042411","MBML042411_1 MBML042411_2","650","650",NA,NA,"41W21'18","20S40'55",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","49338",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","L. Kollmann/2015","D.R. Couto; F.C.Favoreto & A.P.G.Faria","511","2008","04","14",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim","Burarama: Canta Galo","-41.385","-20.673889",NA,"Rupícola na sombra, em interior de floresta. Flores brancas, frutos verdes.","MBML049338","MBML049338","800","800",NA,NA,"41W23'6","20S40'26",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","51906",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","L. Kollmann/02-08-2017","C. Baez; T. Lima, P. Rosa, D. Maurenza & J. Marins","967","2016","08","28",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Parque Estadual do Desengano, região do rio Mocotó. Solo com afloramento rochoso acima da cachoeira. Tombo D'Água. Solo recoberto por bromélias","-41.756389","-21.813333",NA,"Rupícola, ciófila. Folhas discolores pilosas. Cálice rosa. Corola alva. Anteras amarelas. Altura 40cm. Hábito/Forma de vida: Erva","MBML051906","MBML051906_1 MBML051906_2","291","291",NA,NA,"41W45'23","21S48'48",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-10-09 14:42:54-03","MBML","MBML-HERBARIO","52430",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","L. Kollmann, 8/10/2020","L. Kollmann; Lukas Daneu","13432","2017","10","24",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita","-39.565","-15.391667",NA,"Erva 1m, inflorescencia vermelha, flores brancas.","MBML052430","MBML052430",NA,NA,NA,NA,"39W33'54","15S23'30",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-10-09 14:42:54-03","MBML","MBML-HERBARIO","52431",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","L. Kollmann, 8/10/2020","L. Kollmann; Lukas Daneu","13435","2017","10","24",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita","-39.565","-15.391667",NA,"Planta 1m, folhas vermelhas na face abaxial, estipulas verdes, flores brancas, frutos vermelhos.","MBML052431","MBML052431",NA,NA,NA,NA,"39W33'54","15S23'30",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","6882",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","S. F. Smith","W. W. Thomas; et al","10181","1993","10","28",NA,"Brasil","Bahia","Una",NA,"-39.083333","-15.15",NA,"Growing in leaf litter on shaded rock outcrops leaves very dark green above whith veins almost white wers white suffused with pink.","MBML006882","MBML006882",NA,NA,NA,NA,"39W5'","15S9'",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","29819",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","L. Kollmann/25-04-2007","L. Kollmann","9703","2007","04","24",NA,"Brasil","Espírito Santo","Atílio Vivácqua","Moitão","-41.209722","-21.340278",NA,"Erva rupícola na sombra, flores rosas, folhas verdes com pelos novos avermelhados.","MBML029819","MBML029819_1 MBML029819_2",NA,NA,NA,NA,"41W12'35","21S20'25",NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","31769",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","Bernarda S. Gregório/03-07-2013","M.M.M. Lopes; et al","383","2005","11","22",NA,"Brasil","Bahia","Almadina","Serra do Corcovado","-39.6371994018555","-14.7053003311157",NA,NA,"MBML031769","MBML031769",NA,NA,NA,NA,NA,NA,NA,NA,"14289","auto",NA,NA,NA,NA
"64","2021-03-01 11:53:37-03","UFPE","UFP","43161","PreservedSpecimen","Plantae",NA,"Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","Gregório, BS","Pinheira, K","s.n.","2004","09","18",NA,"Brasil","Pernambuco","Jaqueira",NA,"-35.7933006286621","-8.72667026519775",NA,"Rupícola, Caule avermelhado, pilosos. Flohas membranáceas, fortemente pilosa. Flores róseas.","UFP043161",NA,NA,NA,NA,"2013",NA,NA,"07","03","11830","auto",NA,NA,NA,NA
"65","2020-09-12 05:00:02-03","US","US","2856780","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"A. Lourteig","3236","1978","4","7","South America - Neotropics","Brazil","Bahia",NA,"Una, fazenda citonia, 27 km w of una",NA,NA,NA,NA,"US00313980","US00313980_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"66","2020-09-12 05:00:02-03","US","US","3341650","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"J. Jardim, S. C. Sant' Ana, H. S. Brito, J. A. Santos & S. Oliveira","831","1996","7","23","South America - Neotropics","Brazil","Bahia",NA,"Santa luzia, una, serra da onca",NA,NA,NA,NA,"US00535810","US00535810_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"67","2020-09-12 05:00:02-03","US","US","3323535","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"A. M. Amorim, A. M. Carvalho & S. C. Sant' Ana","1690","1995","8","14","South America - Neotropics","Brazil","Bahia","Una","Sao jose, mata higrofila sul baiana","-39.0752983093262","-15.2932996749878",NA,NA,"US00508759","US00508759_01",NA,NA,NA,NA,NA,NA,NA,NA,"36070","auto","Dicotyledonae",NA,"1",NA
"68","2020-09-12 05:00:02-03","US","US","86827","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"Wilkes Explor. Exped.","s.n.","1838",NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"US00313982","US00313982_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"69","2020-09-12 05:00:02-03","US","US","2830393","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"T. S. Santos","3104","1976","4","21","South America - Neotropics","Brazil","Bahia",NA,"Ba. km 9 da nova rod sao jose, una",NA,NA,NA,NA,"US00313981","US00313981_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"70","2020-09-12 05:00:02-03","US","US","3284019","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"W. W. Thomas, J. Jardim & S. C. Sant' Ana","10181","1993","10","28","South America - Neotropics","Brazil","Bahia",NA,"On road to sao jose and una","-39.25","-15.1333",NA,NA,"US00438757","US00438757_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"71","2020-09-12 05:00:02-03","US","US","1985386","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"A. C. Brade, A. Barbosa-Pereira & A. P. Duarte","18200","1946","5","13","South America - Neotropics","Brazil","Espírito Santo","Itaguassu","Yatiboca.","-40.855598449707","-19.8019008636475",NA,NA,"US00313979","US00313979_01",NA,NA,"Isotype",NA,NA,NA,NA,NA,"26990","auto","Dicotyledonae",NA,"1",NA
"72","2019-11-13 11:16:42-03","USP","SPF","162807","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","Gregório, BS","Fiaschi, P","1533","2003","08","13",NA,"Brasil","Bahia","Barro Preto",NA,"-39.537778","-14.772778",NA,NA,"SPF00162807",NA,"960","960",NA,"2013","-39.537778","-14.772778","07",NA,NA,NA,NA,NA,NA,NA
"73","2019-11-13 11:16:42-03","USP","SPF","162812","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","Gregório, BS","Fiaschi, P","1837","2003","11","02",NA,"Brasil","Bahia","Barro Preto","Serra da Pedra Lascada","-39.536111","-14.770278",NA,NA,"SPF00162812",NA,NA,NA,NA,"2013","-39.536111","-14.770278","07",NA,NA,NA,NA,NA,NA,NA
"74","2019-11-13 11:16:42-03","USP","SPF","157765","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","Gregório, BS","Fiaschi, P","1150","2002","10","17",NA,"Brasil","Bahia","Buerarema",NA,"-39.301111","-15.166389",NA,NA,"SPF00157765",NA,NA,NA,NA,"2013","-39.301111","-15.166389","07",NA,NA,NA,NA,NA,NA,NA
"75","2019-11-25 11:58:00-03","USP","SPF","230549","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","Kollmann, L","Costa, IG","418","2014","04","18",NA,"Brasil","Rio de Janeiro","Cardoso Moreira",NA,"-41.540278","-21.561667",NA,NA,"SPF00230549",NA,"600","600",NA,"2014","-41.540278","-21.561667","04",NA,NA,NA,NA,NA,NA,NA
"76","2019-10-07 09:24:03-03","UEFS","HUEFS","116548","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","B.S.Gregório","Cardoso, D.","1713","2007","01","29",NA,"Brasil","Bahia","Amargosa","Serra do Timbó. Barragem do Timbó. Área de estudos do Projeto Timbó/Centro Sapucaia.","-39.654167","-13.0825",NA,"Floresta semidecídua montana do Domínio da Floresta Atlântica.","HUEFS0116548","HUEFS0116548 HUEFS0116548_01","697","697",NA,"2013","39W39'15''","13S4'57''","03",NA,NA,NA,"Rosanae",NA,NA,NA
"77","2019-10-07 09:24:03-03","UEFS","HUEFS","175792","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"Brade, A.C.","19378","1948","08","31",NA,"Brasil","Espírito Santo","Cachoeira do Itapemirim","Santo Antonio, Pedra Branca.",NA,NA,NA,NA,"HUEFS0175792","HUEFS0175792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"78","2019-10-07 09:24:03-03","UEFS","HUEFS","216149","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"Gregório, B.S.","203","2012","04","11",NA,"Brasil","Bahia","Almadina","Serra do Corcovado.","-39.603333","-14.705833",NA,NA,"HUEFS0216149","HUEFS0216149 HUEFS0216149_01",NA,NA,NA,NA,"39W36'12''","14S42'21''",NA,NA,NA,NA,"Rosanae",NA,NA,NA
"79","2019-10-07 09:24:03-03","UEFS","HUEFS","216151","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"Gregório, B.S.","205","2012","04","12",NA,"Brasil","Bahia","Almadina","Serra do Corcovado.","-39.603333","-14.705833",NA,NA,"HUEFS0216151","HUEFS0216151 HUEFS0216151_01",NA,NA,NA,NA,"39W36'12''","14S42'21''",NA,NA,NA,NA,"Rosanae",NA,NA,NA
"80","2019-10-07 09:24:03-03","UEFS","HUEFS","216161","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"Gregório, B.S.","215","2013","02","12",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita, trilha da Bromélia.","-39.565278","-15.391667",NA,NA,"HUEFS0216161","HUEFS0216161","830","830",NA,NA,"39W33'55''","15S23'30''",NA,NA,NA,NA,"Rosanae",NA,NA,NA
"81","2019-10-07 09:24:03-03","UEFS","HUEFS","216165","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"Gregório, B.S.","219","2013","02","12",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita, trilha da Bromélia.","-39.565278","-15.391667",NA,NA,"HUEFS0216165","HUEFS0216165 HUEFS0216165_01",NA,NA,NA,NA,"39W33'55''","15S23'30''",NA,NA,NA,NA,"Rosanae",NA,NA,NA
"82","2019-10-07 09:24:03-03","UEFS","HUEFS","216166","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"Gregório, B.S.","220","2013","02","12",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita, trilha da Bromélia.","-39.565278","-15.391667",NA,NA,"HUEFS0216166","HUEFS0216166",NA,NA,NA,NA,"39W33'55''","15S23'30''",NA,NA,NA,NA,"Rosanae",NA,NA,NA
"83","2019-10-07 09:24:03-03","UEFS","HUEFS","216173","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"Gregório, B.S.","227","2013","02","13",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita, trilha do Instituto.","-39.565278","-15.391667",NA,NA,"HUEFS0216173","HUEFS0216173",NA,NA,NA,NA,"39W33'55''","15S23'30''",NA,NA,NA,NA,"Rosanae",NA,NA,NA
"84","2019-10-07 09:24:03-03","UEFS","HUEFS","216174","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"Gregório, B.S.","228","2013","02","13",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita, trilha do Instituto.","-39.565278","-15.391667",NA,NA,"HUEFS0216174","HUEFS0216174",NA,NA,NA,NA,"39W33'55''","15S23'30''",NA,NA,NA,NA,"Rosanae",NA,NA,NA
"85","2019-10-07 09:24:03-03","UEFS","HUEFS","216195","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"Gregório, B.S.","249","2013","05","24",NA,"Brasil","Bahia","Wenceslau Guimarães","Estação Ecológica Estadual de Wenceslau Guimarães, trilha da Petioba.","-39.704722","-13.580278",NA,NA,"HUEFS0216195","HUEFS0216195",NA,NA,NA,NA,"39W42'17''","13S34'49''",NA,NA,NA,NA,"Rosanae",NA,NA,NA
"86","2019-10-07 09:24:03-03","UEFS","HUEFS","216204","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"Gregório, B.S.","260","2013","05","25",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita, trilha da Bromélia.","-39.565278","-15.391667",NA,NA,"HUEFS0216204","HUEFS0216204",NA,NA,NA,NA,"39W33'55''","15S23'30''",NA,NA,NA,NA,"Rosanae",NA,NA,NA
"87","2019-10-07 09:24:03-03","UEFS","HUEFS","216206","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"Ogasawara, H.A.","& M.S. Silva273","2012","10","18",NA,"Brasil","Bahia","Elísio Medrado","Serra da Jiboia. Reserva Jequitibá.","-39.472222","-12.869722",NA,NA,"HUEFS0216206","HUEFS0216206",NA,NA,NA,NA,"39W28'20''","12S52'11''",NA,NA,NA,NA,"Rosanae",NA,NA,NA
"88","2020-02-20 13:52:45-03","UEFS","HUEFS","218351","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","P.W.Moonlight","Mascarenhas, A.A.S.","54","2015","01","20",NA,"Brasil","Bahia","Arataca","Serra das Lontras, sentido vertente oposta à fazenda do Dr. Cáritas.","-39.408056","-15.202778",NA,NA,"HUEFS0218351","HUEFS0218351 HUEFS0218351_01 HUEFS0218351_02 HUEFS0218351_e1",NA,NA,NA,"2020","39W24'29''","15S12'10''","02",NA,NA,NA,"Rosanae",NA,NA,NA
"89","2020-02-20 13:52:45-03","UEFS","HUEFS","218356","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","P.W.Moonlight","Mascarenhas, A.A.S.","59","2015","01","21",NA,"Brasil","Bahia","Camacã","RPPN Serra Bonita. Trilha das Bromélias.","-39.567222","-15.39",NA,NA,"HUEFS0218356","HUEFS0218356 HUEFS0218356_01 HUEFS0218356_e1",NA,NA,NA,"2020","39W34'2''","15S23'24''","02",NA,NA,NA,"Rosanae",NA,NA,NA
"90","2019-10-07 09:24:03-03","UEFS","HUEFS","216147","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"Gregório, B.S.","201","2012","04","10",NA,"Brasil","Bahia","Barro Preto","Serra da Pedra Lascada.","-39.536111","-14.770278",NA,NA,"HUEFS0216147","HUEFS0216147 HUEFS0216147_01",NA,NA,NA,NA,"39W32'10''","14S46'13''",NA,NA,NA,NA,"Rosanae",NA,NA,NA
"91","2019-10-07 09:24:03-03","UEFS","HUEFS","189706","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","B.S.Gregório","Alves, M.","1670","1999","11","06",NA,"Brasil","Pernambuco","São Vicente Ferrer","Mata do Sirigi (antiga mata do Estado), trilha de acesso ao açude. Remanescente de Mata Atlântica.","-35.4914016723633","-7.59111022949219",NA,"Mata de encosta.","HUEFS0189706","HUEFS0189706",NA,NA,NA,"2013",NA,NA,"03",NA,"11339","auto","Rosanae",NA,NA,NA
"92","2019-10-07 09:24:03-03","UEFS","HUEFS","190632","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"Kollmann, L.","9703","2007","04","25",NA,"Brasil","Espírito Santo","Atílio Vivacqua","Moitão, 700m.","-41.198299407959","-20.9141998291016",NA,NA,"HUEFS0190632","HUEFS0190632",NA,NA,NA,NA,NA,NA,NA,NA,"17154","auto","Rosanae",NA,NA,NA
"93","2019-10-07 09:24:03-03","UEFS","HUEFS","103275","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","B.S.Gregório","Pinheiro, K.","9","2004","09","18",NA,"Brasil","Pernambuco","Jaqueira","RPPN - Frei Caneca/Mata do Ageró.","-35.7933006286621","-8.72667026519775",NA,"Mata Atlântica/interior. Ombrófila densa.","HUEFS0103275","HUEFS0103275",NA,NA,NA,"2013",NA,NA,"03",NA,"11830","auto","Rosanae",NA,NA,NA
"94","2019-10-07 09:24:03-03","UEFS","HUEFS","197187","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","B.S.Gregório","Marinho, L.C.","433","2013","06","16",NA,"Brasil","Bahia","Una","Serra da Boa Sorte.","-39.0752983093262","-15.2932996749878",NA,NA,"HUEFS0197187","HUEFS0197187",NA,NA,NA,"2013",NA,NA,"10",NA,"36070","auto","Rosanae",NA,NA,NA
"95","2020-07-23 11:59:46-03","CEPLAC","CEPEC","102091","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis",NA,"M. Lopes","Thomas, W.W.","14221","2004","09","21",NA,"Brasil","Bahia","CAMACAN","RPPN SERRA BONITA, 9,6 km NW of Camacã on road to Jacareci and Jussari, then 6 km up road to Serra Bonita.","-39.565278","-15.391389",NA,"Photo.",NA,NA,NA,NA,NA,NA,"39W33'55","15S23'29",NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-07-23 11:59:46-03","CEPLAC","CEPEC","102257","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis",NA,"B. de S. Gregório","Thomas, W.W.","14167","2004","09","19",NA,"Brasil","Bahia","ALMADINA","Serra Corcovado, 9.8 km SW of Coaraci, on road to Almadina, then N into Fazenda São José.","-39.603333","-14.705833",NA,NA,NA,NA,"650","650",NA,NA,"39W36'12","14S42'21",NA,NA,NA,NA,NA,NA,NA,NA
