"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","typeStatus","relatedCatalogItem"
"49","2020-12-11 11:45:02-03","UFMG","BHCB","36963","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark",NA,"Clark, LG; Morel, M","765","1991","01","27","Southern America","Brasil","Minas Gerais","Catas Altas","Santuário do Caraça, Below trail to the Piscina, along a stream flowing into the Caraça River","-43.366667","-19.3","1290","1290",NA,"Treated with 70% EtOH. Growing with LC & MM 766 and Chusquea aff. pinifolia. This species common here and also along the Caraça River.; Culms climbing, scandente, and hanging, to 1cm in diameter , to 6-7 meters along. A few new shoots","BHCB049490",NA,NA,NA,NA,"2009","07","13","-43.366667","-19.3",NA,NA,NA
"50","2020-12-11 11:45:02-03","UFMG","BHCB","38844","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark",NA,"Stehmann, JR; Salino, A; Vasconcelos, MF de","2301","1997","08","30","Southern America","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.479167","-20.096111",NA,NA,NA,"Colmo cheio.; No sub-bosque da mata úmida.","BHCB045614",NA,NA,NA,NA,"2019","02","08","-43.479167","-20.096111",NA,NA,NA
"51","2020-12-11 11:45:02-03","UFMG","BHCB","129596","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark",NA,"Krieger, L","25261","1989","09","18","Southern America","Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Touceiras até uns 10 metros. Fino, 1 cm- maciço.; Sobre arenito.","BHCB045619",NA,"44599","auto",NA,"2018","03","20",NA,NA,NA,NA,NA
"52","2020-12-11 11:45:02-03","UFMG","BHCB","76501","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark",NA,"Ribas, OS; Cordeiro, J","718","1994","11","17","Southern America","Brasil","Paraná","Quatro Barras","Morro Sete.","-49.0769004821777","-25.3656005859375",NA,NA,NA,"Cespitosa.; Da encosta do morro. Matinha nebular.","BHCB045611",NA,"17116","auto",NA,"2002",NA,NA,NA,NA,NA,NA,NA
"53","2020-12-11 11:45:02-03","UFMG","BHCB","107933","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark",NA,"Viana, PL; Marino, F; Pacheco, BG","2561","2006","10","27","Southern America","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Colmos arqueados, com anel infranodal branco evidente.; Em grota sombreada em campo rupestre.","BHCB049485",NA,"44599","auto",NA,"2019","02","08",NA,NA,NA,NA,NA
"54","2020-12-11 11:45:02-03","UFMG","BHCB","36917","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark",NA,"Clark, LG; Morel, M","714","1990","02","28","Southern America","Brasil","Minas Gerais","Catas Altas","Parque Natural da Serra do Caraça., Entrada da trilha para o Cruzeiro, na ponte sobre o Rio Caraça","-43.4075012207031","-20.0746994018555","1250","1250",NA,"Culms reaching 1cm diam., to 3(-4)m long, arching. Branching infravaginal. All vegetative.; Secondary vegetation along river bank.","BHCB021219",NA,"11966","auto",NA,"2009","07","13",NA,NA,NA,NA,NA
"55","2020-12-11 11:45:02-03","UFMG","BHCB","86130","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark",NA,"Viana, PL; Stehmann, JR; Morais, PO","1376","2003","12","18","Southern America","Brasil","Minas Gerais","Catas Altas","RPPN Caraça, Corrego da Cascatinha","-43.4075012207031","-20.0746994018555","1200","1300",NA,"Planta escandente. Toda a população em floração abundante; Na beira do córrego","BHCB021218",NA,"11966","auto",NA,"2009","07","13",NA,NA,NA,NA,NA
"56","2020-12-11 11:45:02-03","UFMG","BHCB","86255","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark",NA,"Mota, RC da","2239","2002","09","28","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, Próximo à Bocaina","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Em borda de mata de galeria.","BHCB045612",NA,"11966","auto",NA,"2018","03","20",NA,NA,NA,NA,NA
"57","2011-02-28 11:01:00-03","MO","MOBOT","247853","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arundinaria","attenuata","Arundinaria attenuata","Döll",NA,"G.H. Langsdorff","Langsdorff s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2017-03-29 13:59:00-03","MO","MOBOT","3436232","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark","L.G. Clark, 2006 (ISC)","Howard S. Irwin|R.M. Harley|Eunice Onishi","Irwin 29242","1971","1","27","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço. Lower slopes of Serra da Caraça, ca. 10 km W of Barão de Cocais, wooded valleys on sandstone with occasional sandstone outcrops.",NA,NA,"1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"59","2020-09-12 05:00:02-03","US","US","2808845","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Arundinaria","attenuata","Arundinaria attenuata","Döll in Mart.",NA,"G. H. von Langsdorff","s.n.",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1","Type collection",NA
"60","2020-09-12 05:00:02-03","US","US","1257744","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark",NA,"A. Chase","9379","1925","4","8","South America - Neotropics","Brazil","Minas Gerais",NA,"Itacolumy, ouro preto",NA,NA,"1400","1400",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"61","2020-09-12 05:00:02-03","US","US","3301597","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark","Clark, L. G., (ISC), Iowa State University","W. W. Thomas, A. Carvalho, T. S. Santos, S. C. Sant' Ana & J. Jardim","9261","1992","5","14","South America - Neotropics","Brazil","Bahia",NA,"Wenceslau guimaraes mun. (?), ca. 3 km w of nova esperanca, w edge of reserva estadual wenceslau guimaraes","-39.7167","-13.6","500","600",NA,NA,"US00525695","US00525695_01",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"62","2019-11-13 11:28:42-03","USP","SPF","179188","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark","Shirasuna, RT","Viana, PL","2324","2006","08","19",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00179188","SPF00179188","26557","auto",NA,"2014","08",NA,NA,NA,NA,NA,NA
"63","2019-11-13 11:28:42-03","USP","SPF","106707","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark","Pirani, JR","Campos, MTVA","CFSC13791","1994","09","29",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00106707","SPF00106707","26557","auto",NA,"1996","05",NA,NA,NA,NA,NA,NA
"64","2019-11-13 11:28:42-03","USP","SPF","80642","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark","Clark, L","Campos, MTVA","CFSC13174","1993","07","20",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00080642","SPF00080642 SPF00080642_1","26557","auto",NA,"1995",NA,NA,NA,NA,NA,NA,NA
"65","2019-11-13 11:28:42-03","USP","SPF","165590","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark","Anônimo","Garcia, RJF","1521","1998","06","04",NA,"Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha à direita da estrada da entrada.&nf;Coordenadas: X = 323316 - Y = 7346704.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SPF00165590","SPF00165590 SPF00165590_1","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-10-07 09:21:45-03","UEFS","HUEFS","216500","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark","K.V.A.Vidal","Pimenta, K.M.","553","2012","10","14",NA,"Brasil","Bahia","Andaraí","Trilha Gerais do Rio Preto para o Cachoeirão. Vale do Pati, Chapada Diamantina.","-41.4475","-12.770833","1168","1168",NA,NA,"HUEFS0216500","HUEFS0216500 HUEFS0216500_e1",NA,NA,"Lilianae","2019","04",NA,"41W26'51''","12S46'15''",NA,NA,NA
"67","2019-10-07 09:21:45-03","UEFS","HUEFS","39239","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark","L.G.Clark","Giulietti, A.M.","1436","1998","08","15",NA,"Brasil","Bahia","Abaíra","Pico do Barbado.","-41.6636009216309","-13.2496995925903","1800","2430",NA,NA,"HUEFS0039239","HUEFS0039239","26531","auto","Lilianae","2009","07",NA,NA,NA,NA,NA,NA
"68","2019-10-07 09:21:45-03","UEFS","HUEFS","133223","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark","L.G.Clark","Ferreira, F.M.","1788","2007","11","16",NA,"Brasil","Bahia","Amargosa","Serra do Timbó, Fazenda do sr.Arlindo.","-39.6046981811523","-13.0303001403809",NA,NA,NA,NA,"HUEFS0133223","HUEFS0133223 HUEFS0133223_01","22699","auto","Lilianae","2014","10",NA,NA,NA,NA,NA,NA
"69","2021-03-04 11:16:03-03","UEFS","HUEFS","133252","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark","L.G.Clark","Ferreira, F.M.","1387","2007","09","23",NA,"Brasil","Bahia","Arataca","Arataca Serra do peito-de-Moça Lontras Estrada Aratu-Una, ramal 22, 4 Km de Arataca, assesamento Sto Antonio RPPN Caminho das pedras.","-39.341667","-15.173611","1000","1000",NA,"Floresta Ombrófila Densa Montana.","HUEFS0133252",NA,NA,NA,"Lilianae",NA,NA,NA,"39W20'30''","15S10'25''",NA,NA,NA
"70","2019-10-07 09:21:45-03","UEFS","HUEFS","142381","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark","K.V.A.Vidal","Ferreira, F.M.","1945","2008","04","30",NA,"Brasil","Minas Gerais","Andrelândia","Cachoeira Ponte do Garcia","-44.3125","-21.6875",NA,NA,NA,"Mata de Galeria","HUEFS0142381","HUEFS0142381 HUEFS0142381_01 HUEFS0142381_e1",NA,NA,"Lilianae","2019","04",NA,"44W18'45''","21S41'15''",NA,NA,NA
"71","2019-10-07 09:21:45-03","UEFS","HUEFS","223888","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark",NA,"Vidal, K.V.A.","241","2016","06","13",NA,"Brasil","Bahia",NA,"Fragmento de Mata Atlântica, próximo à base do pico das almas, região de córrego do rio, nascente do Rio Brumado, ca, 3,5 Km de distância da estrada principal.","-41.956667","-13.524722","1489","1489",NA,NA,"HUEFS0223888",NA,NA,NA,"Lilianae",NA,NA,NA,"41W57'24''","13S31'29''",NA,NA,NA
"72","2019-10-07 09:21:45-03","UEFS","HUEFS","227088","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark","K.V.A.Vidal","Mascarenhas, A.A.S.","315","2017","01","22",NA,"Brasil","Bahia","Rio de Contas","Trilha indo para o campo do Queiroz.","-41.950278","-13.521944","1544","1544",NA,"Campo rupestre.","HUEFS0227088","HUEFS0227088 HUEFS0227088_e1",NA,NA,"Lilianae","2019","07",NA,"41W57'1''","13S31'19''",NA,NA,NA
"73","2019-10-07 09:21:45-03","UEFS","HUEFS","229849","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark",NA,"Mota, A.C.","323","2009","10","04",NA,"Brasil","Rio de Janeiro","Graciosa","Estrada da Graciosa.","-48.895833","-25.335556","766","766",NA,NA,"HUEFS0229849",NA,NA,NA,"Lilianae",NA,NA,NA,"48W53'45''","25S20'8''",NA,NA,NA
"74","2019-10-07 09:21:45-03","UEFS","HUEFS","241992","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark","K.V.A.Vidal","Martinelli, G.","18804","2015","10","12",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto. Capão de mata nas margens do Córrego do Meio.","-43.371667","-18.130833","985","985",NA,"Campos rupestres com capões de cerrado.","HUEFS0241992","HUEFS0241992 HUEFS0241992_e1",NA,NA,"Lilianae","2018","12",NA,"43W22'18''","18S7'51''",NA,NA,NA
"75","2019-10-07 09:21:45-03","UEFS","HUEFS","47557","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark","L.G.Clark","Oliveira, R.P.","606","2000","08","10",NA,"Brasil","Bahia","Rio de Contas","Estrada para o Pico das Almas, próximo à Faz. do Paulo.","-41.950278","-13.550278",NA,NA,NA,"Mata ciliar.","HUEFS0047557","HUEFS0047557",NA,NA,"Lilianae","2009","07",NA,"41W57'1''","13S33'1''",NA,NA,NA
"76","2019-10-07 09:21:45-03","UEFS","HUEFS","81371","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark","K.V.A.Vidal","Bitencourt, C.","68","2012","09","07",NA,"Brasil","Minas Gerais","Congonhas do Norte","Santa Cruz do Salto, na beira da estrada.","-43.683333","-18.852222",NA,NA,NA,NA,"HUEFS0081371","HUEFS0081371 HUEFS0081371_e1",NA,NA,"Lilianae","2018","12",NA,"43W41'0''","18S51'8''",NA,NA,NA
"77","2019-10-07 09:21:45-03","UEFS","HUEFS","79561","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark","K.V.A.Vidal","Bitencourt, C.","70","2012","09","07",NA,"Brasil","Minas Gerais","Congonhas do Norte","Santa Cruz do Salto, na beira da estrada.","-43.683333",NA,NA,NA,NA,NA,"HUEFS0079561","HUEFS0079561 HUEFS0079561_e1",NA,NA,"Lilianae","2018","12",NA,"43W41'0''",NA,NA,NA,NA
"78","2019-10-07 09:21:45-03","UEFS","HUEFS","79442","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark","L.G.Clark","Bitencourt, C.","65","2012","09","05",NA,"Brasil","Minas Gerais","Santa Bárbara","Santuário do Caraça, caminho para o cruzeiro, na beira da trilha, em mata.","-43.483333",NA,"1280","1280",NA,NA,"HUEFS0079442","HUEFS0079442",NA,NA,"Lilianae","2015","07",NA,"43W29'",NA,NA,NA,NA
"79","2019-10-07 09:21:45-03","UEFS","HUEFS","150720","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark","L.G.Clark","Krieger, L.","25261","1989","09","18",NA,"Brasil","Minas Gerais","Ouro Preto","Camarinho.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"HUEFS0150720","HUEFS0150720","44599","auto","Lilianae","2014","10",NA,NA,NA,NA,NA,NA
"80","2019-10-07 09:21:45-03","UEFS","HUEFS","229800","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark",NA,"Mota, A.C.","269","2009","05","25",NA,"Brasil","Rio de Janeiro","Petropólis","PARNA Serra dos Órgãos.","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"HUEFS0229800",NA,"36524","auto","Lilianae",NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-10-07 09:21:45-03","UEFS","HUEFS","238705","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark","K.V.A.Vidal","Costa, C.J.","96","2016","02","26",NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Cachoeira Bonita.","-41.8683013916016","-20.4333000183105",NA,NA,NA,NA,"HUEFS0238705","HUEFS0238705 HUEFS0238705_e1","21645","auto","Lilianae","2018","12",NA,NA,NA,NA,NA,NA
"82","2019-10-07 09:21:45-03","UEFS","HUEFS","203149","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark","L.G.Clark","Matozinhos, C.N.","329","2007","05","28",NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra, próxima ao rio.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"HUEFS0203149","HUEFS0203149","20815","auto","Lilianae","2014","10",NA,NA,NA,NA,NA,NA
"83","2019-10-07 09:21:45-03","UEFS","HUEFS","203164","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark","L.G.Clark","Matozinhos, C.N.","255","2005","11","09",NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha do Ninho da égua.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"HUEFS0203164","HUEFS0203164","20815","auto","Lilianae","2014","10",NA,NA,NA,NA,NA,NA
"84","2019-10-07 09:21:45-03","UEFS","HUEFS","34980","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark","L.G.Clark","Oliveira, R.P.","123","1998","11","14",NA,"Brasil","Bahia","Rio de Contas","Subida para o Pico do Itubira, ca. 28Km de Rio de Contas.","-41.8114013671875","-13.5789003372192","1700","1700",NA,"Campo rupestre.","HUEFS0034980","HUEFS0034980","49773","auto","Lilianae","2009","07",NA,NA,NA,NA,NA,NA
"85","2020-07-23 12:18:23-03","CEPLAC","CEPEC","115252","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata",NA,"L. G. Clark & A. Mota","W. W. Thomas","14559","2006","01","19",NA,"Brasil","Bahia","arataca","Serra peito de Moça, 9.7Km NE de Arataca na estrada de barro para Una, depois 8.8Km NW (esq.) na Rod. Faz. Sta. Rita para Reserva do IESB (Fazenda Palmeira).","-39.343889","-15.161389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W20'38","15S9'41",NA,NA,"07/07/2009"
"86","2020-07-23 12:18:23-03","CEPLAC","CEPEC","117724","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata",NA,"L. G. Clark","Ferreira, F. M.","1387","2007","09","23",NA,"Brasil","Bahia","arataca","Serra do Peito-de-Moça - Serra das Lontras. Estrada Arataca-Una, ramal 22,4 km de Arataca, assentamento Sto. Antônio. RPPN Caminho das Pedras.","-39.341667","-15.173611","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W20'30","15S10'25",NA,NA,NA
"87","2020-07-23 12:18:23-03","CEPLAC","CEPEC","55437","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata",NA,"L. G. Clark","W. W. Thomas","9360","1992","05","15",NA,"Brasil","Bahia","WENCESLAU GUIMARÃES","Faz. Boa Esperança perto da Reserva Estadual Wenceslau Guimarães, 8Km acima Rio Vermelho, 2Km acima junção c/ Rod. p/ Taquara.","-39.783333","-13.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W47'0","13S36'0",NA,NA,"30/12/1993"
"88","2020-07-23 12:18:23-03","CEPLAC","CEPEC","55606","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata",NA,"L. G. Clark","W. W. Thomas","9261","1992","05","14",NA,"Brasil","Bahia","WENCESLAU GUIMARÃES","Ca. 3Km ao W de Nova Esperança e a W da Reserva Estadual da cidade.","-39.716667","-13.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W43'0","13S36'0",NA,NA,"30/12/1993"
"89","2021-03-04 15:42:11-03","IF","SPSF","39460","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark","H.Robinson","J.M.Silva & E.Barbosa","5001","2006","05","12","América do Sul","Brasil","MS","Caracol","Fazenda Recreio dos Cervos","-57.0243988037109","-22.0139007568359",NA,NA,NA,"COLETA: Ereta, 1m, capítulo amarelo.; GEOGRAFIA: Cerrado.;",NA,NA,"53879","auto","Liliopsida","2006","12","30",NA,NA,NA,NA,NA
"90","2021-03-04 15:42:11-03","IF","SPSF","31575","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Chusquea","attenuata","Chusquea attenuata",NA,NA,"R.J.F. Garcia","1521","1998","06","04","América do Sul","Brasil","SP","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutú","-46.6300010681152","-23.5400009155273",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"53584","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-03-04 15:42:11-03","IF","SPSF","41946","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Chusquea","attenuata","Chusquea attenuata","(Doell) L.G.Clark","L.G.Clark","R.J.F. Garcia & J.V.Coffani Nunes & B.Utsumi & M.A.Mata","1433","1997","12","13","América do Sul","Brasil","SP","São Paulo","P.E.Serra do Mar, Núcleo Curucutu","-46.6300010681152","-23.5400009155273",NA,NA,NA,"COLETA: Planta bambusóide entouceirada, espiguetas verdes.; GEOGRAFIA: Trilha do Mirante.;",NA,NA,"53584","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"92","2017-09-11 17:12:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Poaceae","Arundinaria","attenuata","Arundinaria attenuata","Döll",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"In silvaticis umbrosis montis Itacolumi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2017-09-11 17:12:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Poaceae","Arundinaria","attenuata","Arundinaria attenuata","Döll",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"In silvaticis umbrosis montis Itacolumi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-02-08 12:53:13-03","UFRGS","ICN","135092","S","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","aff. attenuata","Chusquea aff. attenuata","(Döll) L.G. Clark",NA,"Valka, R","6424",NA,NA,NA,"América do Sul","Brasil","MG","Tiradentes","Serra de São José","-44.1781005859375","-21.1103000640869",NA,NA,NA,"Duplicata no R",NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-02-08 12:53:13-03","UFRGS","ICN","135097","S","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","aff. attenuata","Chusquea aff. attenuata","(Döll) L.G. Clark",NA,"Valka, R","4935",NA,NA,NA,"América do Sul","Brasil","MG","Tiradentes","Serra de São José","-44.1781005859375","-21.1103000640869",NA,NA,NA,"Duplicata no R",NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-21 10:15:05-03","IBt","SP","249447","S","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark",NA,"Clark, L; Morel, M","832","1991","02","25",NA,"Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia, Reserva hidrológica do Rio Claro - SABESP, trail to Campos da Boraceia","-45.9","-22.6","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-45.9","-22.6",NA,NA,NA
"97","2019-11-21 10:15:06-03","IBt","SP","252354","S","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark","Clark, LG","Clark, L; Morel, M","765","1991","01","27",NA,"Brasil","Minas Gerais","Santa Bárbara","Parque Natural e Santuário do Caraça, below trail to the Piscina, along stream flowing into the Rio Caraça","-43.366667","-19.3","1290","1290",NA,NA,NA,NA,NA,NA,NA,"1994","01","14","-43.366667","-19.3",NA,NA,NA
"98","2019-11-21 10:15:05-03","IBt","SP","238270","S","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark",NA,"Clark, L; Windisch, P","729","1990","03","05",NA,"Brasil","São Paulo","São Bernardo do Campo","old road to Santos, Caminho do Mar, km 41.3, near Pouso Paranapiacaba (Casa de Pedra)","-46.5","-23.8","740","740",NA,NA,"SP042269","SP042269",NA,NA,NA,NA,NA,NA,"-46.5","-23.8",NA,NA,NA
"99","2019-11-21 10:15:05-03","IBt","SP","238295","S","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark","Clark, LG","Clark, L; Morel, M","714","1990","02","28",NA,"Brasil","Minas Gerais","Santa Bárbara","Parque Natural e Santuário do Caraça, entrance to the trail to the Cruzeiro, at bridge crossing above Rio Caraça","-43.366667","-19.966667","1250","1250",NA,NA,"SP042272","SP042272",NA,NA,NA,"1994","01","14","-43.366667","-19.966667",NA,NA,NA
"100","2019-11-21 10:15:06-03","IBt","SP","415739","S","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark","Shirasuna, RT","Shirasuna, RT","2770","2010","02","12",NA,"Brasil","São Paulo","São Bernardo do Campo","São Bernardo-Cubatão, Estrada Velha de Santos, Caminho do Mar","-46.453611","-23.861389","499","499",NA,NA,NA,NA,NA,NA,NA,"2010","02",NA,"-46.453611","-23.861389",NA,NA,NA
