"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","county","maximumElevationInMeters","class","typeStatus","relatedCatalogItem","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","infraspecificEpithet","individualCount","fieldNumber","imagecode","order"
"49","2008-12-23 03:33:00-02","MO","MOBOT","90218309","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Marko Lewis","Lewis 82-069A","1982","12","5","South America","Bolivia","La Paz","Along road between Sorata and Mina Progressiva on mountain NE of Laripata and 5 Km N de Sorata.","-68.65","-15.7","3820.00000000",NA,NA,NA,NA,"Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2008-12-23 03:33:00-02","MO","MOBOT","90218310","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Marko Lewis","Lewis 82-066","1982","12","5","South America","Bolivia","La Paz","Along road between Sorata and Mina Progressiva on mountain NE of Laripata and 5 Km N de Sorata.","-68.65","-15.7","3820.00000000",NA,NA,NA,NA,"Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2008-12-23 03:33:00-02","MO","MOBOT","90218311","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Marko Lewis","Lewis 82-055","1982","12","5","South America","Bolivia","La Paz","Along road between Sorata and Mina Progressiva on mountain NE of Laripata and 5 Km N de Sorata.","-68.65","-15.7","3820.00000000",NA,NA,NA,NA,"Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2008-05-27 22:02:00-03","MO","MOBOT","90220492","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","S. P. Churchill","Churchill 19758","1999","11","12","South America","Bolivia","La Paz","Coscapa. Bosque montano alto secundario <19743-19770>","-67.83333","-16.26666","3140.00000000",NA,NA,NA,"S. Churchill","Nor Yungas","3300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99-8",NA,NA
"53","2008-12-23 03:33:00-02","MO","MOBOT","90237043","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Marko Lewis","Lewis 86-1335A","1986","9","2","South America","Bolivia","La Paz","Along the trail between Rancho Cuñuhuta and the summit of Cerro Negro Kkota, between 7 and 9 km N of Inquisivi.","-67.13333","-16.83333","3220.00000000",NA,NA,NA,NA,"Inquisivi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2008-05-27 22:02:00-03","MO","MOBOT","90241192","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Marko Lewis","Lewis 39606","1991","7",NA,"South America","Bolivia","La Paz","Along the Rio Chaca Jahuira, downriver from Cascada Jalancha, ca. 1 km NW from Choquetanga.","-67.41666","-16.75","3300.00000000",NA,NA,NA,NA,"Inquisivi","3400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2008-05-27 22:02:00-03","MO","MOBOT","90241309","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Marko Lewis","Lewis 88-226","1988","4","30","South America","Bolivia","La Paz","Following the trail to Rio Coscapa its inception along the Yungas Highway ca. 3 km NE of Unduavi to the ridgeline.","-67.9","-16.28333","3350.00000000",NA,NA,NA,NA,"Nor Yungas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2008-05-27 22:02:00-03","MO","MOBOT","90241310","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Marko Lewis","Lewis 88-227","1988","4","30","South America","Bolivia","La Paz","Following the trail to Rio Coscapa its inception along the Yungas Highway ca. 3 km NE of Unduavi to the ridgeline.","-67.9","-16.28333","3350.00000000",NA,NA,NA,"J.-P. Frahm","Nor Yungas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2016-06-16 21:01:00-03","MO","MOBOT","100821248","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma densicoma",NA,"T. Herzog","Herzog 4192","1911","4",NA,"South America","Bolivia","Santa Cruz","Comarapa.","-64.5166667","-17.9","2600.00000000",NA,NA,NA,"J.-P. Frahm","Manuel Maria Caballero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"densicoma","1",NA,NA,NA
"58","2016-06-16 21:03:00-03","MO","MOBOT","100821280","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma densicoma",NA,"T. Herzog","Herzog 2731","1911","6",NA,"South America","Bolivia","Cochabamba","Sillar (Espiritu-Santo).","-65.8166667","-17.15","2000.00000000",NA,NA,NA,"J.-P. Frahm","Chapare",NA,NA,NA,NA,NA,NA,NA,NA,NA,"densicoma","1",NA,NA,NA
"59","2016-06-16 18:54:00-03","MO","MOBOT","100913691","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma densicoma",NA,"J. Orlando Rangel","Rangel Churio 341","1977","7","1","South America","Colombia","Magdalena","Sierra Nevada de Santa Marta, vertiente oriental del Río Buritica.","-73.6666667","10.8333333","2900.00000000",NA,NA,NA,"J.-P. Frahm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"densicoma","1",NA,NA,NA
"60","2016-06-16 19:05:00-03","MO","MOBOT","100913692","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma densicoma",NA,"Dana G. Griffin, III","Griffin III 252",NA,NA,NA,"South America","Venezuela","Táchira","Distr. Junin. Paramo de Tama, above Paez.","-72.1833333","7.5333333","3200.00000000",NA,NA,NA,"J.-P. Frahm",NA,"3600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"densicoma","1",NA,NA,NA
"61","2017-01-03 12:58:00-02","MO","MOBOT","100913693","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma densicoma",NA,"Dana G. Griffin, III|et al.","Griffin III 741","1972",NA,NA,"South America","Venezuela","Táchira","Paramo El Rosal, between La Brita and San Jose.","-71.9666667","8","3800.00000000",NA,NA,NA,"J.-P. Frahm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"densicoma","1",NA,NA,NA
"62","2016-06-16 19:49:00-03","MO","MOBOT","100913694","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma densicoma",NA,"H.M. Onraedt","Onraedt 4649",NA,NA,NA,"South America","Venezuela","Aragua","Manacay, Parque nacional Henri Pittier.","-67.6166667","10.3666667",NA,NA,NA,NA,"J.-P. Frahm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"densicoma","1",NA,NA,NA
"63","2016-06-16 19:58:00-03","MO","MOBOT","100913695","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma densicoma",NA,"B. Løjtnant|Ulf Molau","Løjtnant 13059","1979","5","1","South America","Ecuador","Napo","S side of Cerro Sumaco.","-77.65","-0.6","2900.00000000",NA,NA,NA,"J.-P. Frahm",NA,"3050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"densicoma","1",NA,NA,NA
"64","2016-06-16 20:12:00-03","MO","MOBOT","100913696","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma densicoma",NA,"Marko Lewis","Lewis 87-507","1987","5","20","South America","Bolivia","La Paz","Hot spring between Mina Huichincani and Rio Glorieta ca. 1 km NE of unnamed lake called Huichincani and ca. 8 km NW from Quime.","-67.2833333","-16.95","3740.00000000",NA,NA,NA,"J.-P. Frahm","Inquisivi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"densicoma","1",NA,NA,NA
"65","2016-06-16 20:20:00-03","MO","MOBOT","100913697","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma densicoma",NA,"P. Germain","Germain 1120","1889","6",NA,"South America","Bolivia","Cochabamba","Choquecamata.","-66.6166667","-16.9166667",NA,NA,NA,NA,"J.-P. Frahm","Ayopaya",NA,NA,NA,NA,NA,NA,NA,NA,NA,"densicoma","1",NA,NA,NA
"66","2016-06-16 21:10:00-03","MO","MOBOT","100913698","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma densicoma",NA,"Henry H. Rusby","Rusby 3115","1885",NA,NA,"South America","Bolivia","La Paz","Near Yungas.",NA,NA,NA,NA,NA,NA,"J.-P. Frahm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"densicoma","1",NA,NA,NA
"67","2016-06-16 21:37:00-03","MO","MOBOT","100913700","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma densicoma",NA,"CARROLL","CARROLL 121",NA,NA,NA,"South America","Peru","Puno","St. Domingo area.","-69.8333333","-14",NA,NA,NA,NA,"J.-P. Frahm","Sandia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"densicoma","1",NA,NA,NA
"68","2019-06-03 22:46:00-03","MO","MOBOT","100972299","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma densicoma",NA,"Martín Cárdenas","Cárdenas Hermosa 3236","1935",NA,NA,"South America","Bolivia","Cochabamba","San Lapata.",NA,NA,NA,NA,NA,NA,"J.-P. Frahm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"densicoma","1",NA,NA,NA
"69","2017-05-24 13:02:00-03","MO","MOBOT","100972302","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma densicoma",NA,"John Fitzpatrick|WILLARD","Fitzpatrick s.n.",NA,NA,NA,"South America","Peru","Cusco","Above Pillahuata.","-71.3666667","-13.1833333",NA,NA,NA,NA,"J.-P. Frahm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"densicoma","1",NA,NA,NA
"70","2016-06-16 20:00:00-03","MO","MOBOT","90083720","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma densicoma",NA,"Jan-Peter Frahm","Frahm s.n.","1982","10","3","South America","Peru","Ancash","Cordillera Blanca, StraBe Ctac - Chavin, Tunnel Cahuish E-Seite.","-77.33333","-9.9","4200.00000000",NA,NA,NA,"J.-P. Frahm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"densicoma","2",NA,NA,NA
"71","2016-06-16 18:48:00-03","MO","MOBOT","90083723","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma densicoma",NA,"Antoine M. Cleef","Cleef 9896","1973","5","22","South America","Colombia","Boyacá","Páramo de Psiva (= Pisba), carretera Socha - La Punta, Km 61. Alto de Calarcá.","-72.61666","5.88333","3600.00000000",NA,NA,NA,"J.-P. Frahm","Pisba",NA,NA,NA,NA,NA,NA,NA,NA,NA,"densicoma",NA,NA,NA,NA
"72","2016-06-16 18:41:00-03","MO","MOBOT","90083725","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma densicoma",NA,"Antoine M. Cleef","Cleef 9658","1973","4","28","South America","Colombia","Cundinamarca","Cabeceras de la Quebrada Chuza entre la mina de cal del páramo de Palacio y el páramo de Chingaza, Laguna Seca y alrededores.","-73.75","4.51666","3650.00000000",NA,NA,NA,"J.-P. Frahm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"densicoma",NA,NA,NA,NA
"73","2019-06-15 04:36:00-03","MO","MOBOT","90095610","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma densicoma",NA,"Pirkko Hegewald|Eberhard Hegewald","Hegewald 8711","1977","6","26","South America","Peru","Cusco","Aguas calientas bei Machu Picchu. <8668-8747>","-72.48333","-13.15","2100.00000000",NA,NA,NA,"J.-P. Frahm","Urubamba",NA,NA,NA,NA,NA,NA,NA,NA,NA,"densicoma",NA,"77-39",NA,NA
"74","2016-09-19 05:25:00-03","MO","MOBOT","90123594","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma densicoma",NA,"Edgar L. Linares|S. P. Churchill","Linares Castillo 3831","1992",NA,NA,"South America","Colombia","Cundinamarca","Silvania, via Sibate-La Aguadita, Puente de La Virgen.","-74.3","4.43333","2450.00000000",NA,NA,NA,"Frahm","Silvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,"densicoma",NA,NA,NA,NA
"75","2016-09-19 05:25:00-03","MO","MOBOT","90123605","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma densicoma",NA,"Edgar L. Linares|S. P. Churchill","Linares Castillo 3869","1992",NA,NA,"South America","Colombia","Cundinamarca","Silvania, via Sibate-La Aguadita.","-74.3","4.43333","2700.00000000",NA,NA,NA,"Frahm","Silvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,"densicoma",NA,NA,NA,NA
"76","2009-08-05 16:36:00-03","MO","MOBOT","90123627","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma densicoma",NA,"Robert R. Ireland","Ireland, Jr. 23697","1988","10","27","South America","Colombia","Santander","Charala, Virolin, via El Olival-El Reloj.","-73.2","6.08333","2130.00000000",NA,NA,NA,"Frahm","Charala",NA,NA,NA,NA,NA,NA,NA,NA,NA,"densicoma",NA,NA,NA,NA
"77","2015-06-14 14:03:00-03","MO","MOBOT","100821747","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma yungarum","(Herzog) J.-P. Frahm","T. Herzog","Herzog s.n.","1908","1",NA,"South America","Bolivia","Cochabamba","Incacorral (Prov. Cochabamba).","-65.75","-17.1666667","2200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yungarum","1",NA,NA,NA
"78","2016-06-16 22:26:00-03","MO","MOBOT","100913701","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma yungarum","(Herzog) J.-P. Frahm","Marko Lewis","Lewis 79-2379","1979","6","1","South America","Bolivia","Cochabamba","Río Khuri, north of Corani.","-65.8833333","-17.2","3100.00000000",NA,NA,NA,"J.-P. Frahm","Chapare",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yungarum","1",NA,NA,NA
"79","2008-05-27 22:02:00-03","MO","MOBOT","90073011","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma yungarum","(Herzog) J.-P. Frahm","Marko Lewis","Lewis 79-2350","1979","6","1","South America","Bolivia","Cochabamba","Río Khuri, north of Corani.","-65.88333","-17.2","3100.00000000",NA,NA,NA,"J.-P. Frahm","Chapare",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yungarum",NA,NA,NA,NA
"80","2008-05-27 22:02:00-03","MO","MOBOT","90073012","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma yungarum","(Herzog) J.-P. Frahm","Marko Lewis","Lewis 79-2212A","1979","5","30","South America","Bolivia","Cochabamba","East face of Cerro Chua Laguna, west of Tambo Pata.","-65.88333","-17.21666","3350.00000000",NA,NA,NA,"J.-P. Frahm","Chapare",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yungarum",NA,NA,NA,NA
"81","2009-08-24 12:11:00-03","MO","MOBOT","90083727","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma yungarum","(Herzog) J.-P. Frahm","Antoine M. Cleef","Cleef 8897","1973","3","7","South America","Colombia","Arauca","Sierra Nevada del Cocuy, cabeceras de la Quebrada El Playón, Patio Bolos.","-72.25","6.41666","4250.00000000",NA,NA,NA,"J.-P. Frahm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yungarum",NA,NA,NA,NA
"82","2008-05-27 22:02:00-03","MO","MOBOT","90100085","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma yungarum","(Herzog) J.-P. Frahm","Marko Lewis","Lewis 79-2194A","1979","5","30","South America","Bolivia","Cochabamba","West face of Cerro Chua Laguna, north of Corani.","-65.88333","-17.21666","3320.00000000",NA,NA,NA,"J.-P. Frahm","Chapare",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yungarum",NA,NA,NA,NA
"83","2008-05-27 22:02:00-03","MO","MOBOT","90100086","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma yungarum","(Herzog) J.-P. Frahm","Marko Lewis","Lewis 89-913","1989","8","19","South America","Bolivia","La Paz","Pavionani: Headwaters of the Rio Chimu along the Milla Milla-AguilaniTrail, ca 2 km SE of Estancia Jankho Khalani and ca 8 km N of Choquetanga.","-67.31666","-16.95","3500.00000000",NA,NA,NA,NA,"Inquisivi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yungarum",NA,NA,NA,NA
"84","2010-01-09 08:02:00-02","MO","MOBOT","90100087","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma yungarum","(Herzog) J.-P. Frahm","Marko Lewis","Lewis 87716","1987","8","4","South America","Bolivia","La Paz","Along Arco Pongo trail, upper W slope of Cerro Nuñu Kkollu, 2 km N of Frutallani & 15 km NE of Inquisivi.","-67.03333","-16.81666","3420.00000000",NA,NA,NA,"B. Allen","Inquisivi","3520.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"yungarum",NA,NA,NA,NA
"85","2013-12-27 04:12:00-02","MO","MOBOT","90132041","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma yungarum","(Herzog) J.-P. Frahm","Thomas van der Hammen","van der Hammen 2847","1967","11","21","South America","Colombia","Cundinamarca","Fusagasuga, La Primavera, via Bogota-Fusagasuga, La Primavera.","-74.36666","4.35","2100.00000000",NA,NA,NA,"Florschutz","Fusagasugá",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yungarum",NA,NA,NA,NA
"86","2009-06-25 13:51:00-03","MO","MOBOT","90132060","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma yungarum","(Herzog) J.-P. Frahm","Antoine M. Cleef","Cleef 5330","1972",NA,NA,"South America","Colombia","Cundinamarca","Santa Fe De Bogota, La Calera, Páramo de Palacio, entre Paramo Palacio/Chingaza, Laguna Seca.","-73.91666","4.75","3755.00000000",NA,NA,NA,"Frahm","La Calera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yungarum",NA,NA,NA,NA
"87","2009-08-24 12:11:00-03","MO","MOBOT","90083728","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma yungarum","(Herzog) J.-P. Frahm","Antoine M. Cleef","Cleef 8479","1973","1","29","South America","Colombia","Cundinamarca","Páramo de Sumapaz, cerca de Lagunitas al sur de San Juan.","-74.41666","3.75","3170.00000000",NA,NA,NA,"J.-P. Frahm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yungarum",NA,NA,NA,NA
"88","2017-05-24 13:17:00-03","MO","MOBOT","100972306","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma yungarum","(Herzog) J.-P. Frahm","P.A. Florschütz","Florschütz 3602","1972","9",NA,"South America","Colombia","Cundinamarca","Paramos entre San Cayetano y Cogua.","-75.1","6.2166667","3600.00000000",NA,NA,NA,"J.-P. Frahm","San Cayetano",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yungarum","1",NA,NA,NA
"89","2009-06-25 13:51:00-03","MO","MOBOT","90132049","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma yungarum","(Herzog) J.-P. Frahm","Antoine M. Cleef","Cleef 3048","1972","4","22","South America","Colombia","Cundinamarca","Ubaque, Alto de Cruz Verde, via Bogota-Choachi, Km 15.","-74.03333","4.56666","3355.00000000",NA,NA,NA,"Sipman","Ubaque",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yungarum",NA,NA,NA,NA
"90","2019-05-13 16:11:05-03","F","FMNH-BRYOPHYTES","C0293539F","PreservedSpecimen","Plantae","Bryophyta","Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","M. A. Lewis","79-2347B","1979","6","1","South America","Bolivia",NA,NA,"-64.435","-16.7261",NA,NA,NA,"C0293539F","J.-P. Frahm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C0293539F_01",NA
"91","2015-03-06 22:32:08-03","F","FMNH-BRYOPHYTES",NA,"PreservedSpecimen","Plantae","Bryophyta","Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","M. Lewis","82-125",NA,NA,NA,"South America","Bolivia","La Paz","Along road between Sorata and Mina Progressiva on mountain NE of Laripata and 5 km N of Sarata.","-68.65","-15.7","3750",NA,NA,NA,NA,"Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2015-03-06 22:32:08-03","F","FMNH-BRYOPHYTES",NA,"PreservedSpecimen","Plantae","Bryophyta","Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","M. Lewis","82-433",NA,NA,NA,"South America","Bolivia","La Paz","Along Rio Livinosa from 1 km upstream from Chaca Pampa to 3 km upstream, 33 km N of La Ceja de El Alto La Paz","-68.15","-16.2","3600",NA,NA,NA,NA,"Murillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2015-03-06 22:32:08-03","F","FMNH-BRYOPHYTES",NA,"PreservedSpecimen","Plantae","Bryophyta","Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","M. Lewis","82-79",NA,NA,NA,"South America","Bolivia","La Paz","Along road between Sorata and Mina Progressiva on mountain NE of Laripata and 5 km N of Sarata.","-68.65","-15.7","3800",NA,NA,NA,NA,"Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2015-03-06 22:32:08-03","F","FMNH-BRYOPHYTES",NA,"PreservedSpecimen","Plantae","Bryophyta","Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","M. Lewis","82-53",NA,NA,NA,"South America","Bolivia","La Paz","Along road between Sorata and Mina Progressiva on mountain NE of Laripata and 5 km N of Sarata","-68.65","-15.7","3820",NA,NA,NA,NA,"Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2015-03-06 22:32:08-03","F","FMNH-BRYOPHYTES",NA,"PreservedSpecimen","Plantae","Bryophyta","Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","M. Lewis","82-102",NA,NA,NA,"South America","Bolivia","La Paz","Along road between Sorata and Mina Progressiva on mountain NE of Laripata and 5 km N of Sarata","-68.65","-15.7","3770",NA,NA,NA,NA,"Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2018-07-23 09:39:42-03","F","FMNH-BRYOPHYTES",NA,"PreservedSpecimen","Plantae","Bryophyta","Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","M. Lewis","86-1336","1986","9","2","South America","Bolivia","La Paz","Along the trail between Rancho Cunuhuta and the summit of Cerro Negro Kkota, between 7 and 9 km N of Inquisivi","-67.13","-16.83","3250",NA,NA,NA,"J. Larraín","Inquisivi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2015-03-06 22:32:08-03","F","FMNH-BRYOPHYTES",NA,"PreservedSpecimen","Plantae","Bryophyta","Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","M. Lewis","82-112",NA,NA,NA,"South America","Bolivia","La Paz","Along road between Sorata and Mina Progressiva on mountain NE of Laripata and 5 km N of Sarata","-68.65","-15.7","3770",NA,NA,NA,NA,"Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2015-03-06 22:32:08-03","F","FMNH-BRYOPHYTES",NA,"PreservedSpecimen","Plantae","Bryophyta","Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","M. Lewis","82-64",NA,NA,NA,"South America","Bolivia","La Paz","Along road between Sorata and Mina Progressiva on mountain NE of Laripata and 5 km N of Sarata","-68.65","-15.7","3820",NA,NA,NA,NA,"Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-05-14 12:39:41-03","F","FMNH-BRYOPHYTES","C0293564F","PreservedSpecimen","Plantae","Bryophyta","Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","G. S. Bryan","567","1923","6","10","South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,NA,"C0293564F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C0293564F_01",NA
"100","2019-05-13 16:09:51-03","F","FMNH-BRYOPHYTES","C0293537F","PreservedSpecimen","Plantae","Bryophyta","Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","M. A. Lewis","79-1758","1979","4","21","South America","Bolivia",NA,NA,"-64.435","-16.7261",NA,NA,NA,"C0293537F","J.-P. Frahm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C0293537F_01",NA
"101","2018-07-23 09:39:55-03","F","FMNH-BRYOPHYTES","C0354277F","PreservedSpecimen","Plantae","Bryophyta","Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","M. Lewis","86-1335","1986","9","2","South America","Bolivia","La Paz","Along the trail between Rancho Cunuhuta and the summit of Cerro Negro Kkota, between 7 and 9 km N of Inquisivi","-67.13","-16.83","3220",NA,NA,"C0354277F","J. Larraín","Inquisivi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2015-03-06 22:32:08-03","F","FMNH-BRYOPHYTES",NA,"PreservedSpecimen","Plantae","Bryophyta","Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","M. Lewis","82-68",NA,NA,NA,"South America","Bolivia","La Paz","Along road between Sorata and Mina Progressiva on mountain NE of Laripata and 5 km N of Sarata","-68.65","-15.7","3820",NA,NA,NA,NA,"Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
