"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","coordinatePrecision","geoFlag","individualCount","monthIdentified","dayIdentified","sex"
"47","2015-04-16 14:14:59-03","F","FMNH-SEEDPLANTS","V0317462F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0317462F","V0317462F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-04-13 11:45:29-03","F","FMNH-SEEDPLANTS","V0389429F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea",NA,"RRC ID Flag","R. de Lemos Fróes","85","1941","6","2","South America","Brazil","Amazonas",NA,"-63","-5",NA,NA,"V0389429F","V0389429F_01 V0389429F_02",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"85",NA,NA,NA,NA,NA,NA
"49","2018-04-04 16:24:22-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Pradosia","grisebachii","Pradosia grisebachii",NA,"RRC ID Flag","L. Marcano Berti","360",NA,NA,NA,"South America","Venezuela","Delta Amacuro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"360",NA,NA,NA,NA,NA,NA
"50","2015-04-16 14:15:18-03","F","FMNH-SEEDPLANTS","V0317520F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Pradosia","grisebachii","Pradosia grisebachii",NA,NA,NA,NA,NA,NA,NA,"South America","Guyana",NA,NA,"-58.7017","4.7364",NA,NA,"V0317520F","V0317520F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2015-04-16 14:15:19-03","F","FMNH-SEEDPLANTS","V0317521F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Pradosia","grisebachii","Pradosia grisebachii",NA,NA,NA,NA,NA,NA,NA,"South America","Venezuela",NA,NA,"-65.9119","7.0758",NA,NA,"V0317521F","V0317521F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-01 15:10:52-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Sapotaceae","Pradosia","grisebachii","Pradosia grisebachii","(Pierre) T.D. Penn.","Alves-Araújo, A","Sousa, CA","IFN-444E5244.10","2017","08","10","Southern America","Brasil","Maranhão",NA,"-43.424997","-5.377442",NA,"Conglomerado MA-444E. Subunidade 4. Subparcela 10. Indivíduo 21RN. F8; Árvore com 3,5 m. Base reta. Casca esverdeada, fina e lenticelada, internamente bege, odor de menta no corte","UB0126554","UB0126554",NA,NA,NA,"Caxias","2018",NA,"-43.424997","-5.377442",NA,NA,NA,NA,NA,"12","20",NA
"53","2019-11-01 15:10:52-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Sapotaceae","Pradosia","grisebachii","Pradosia grisebachii","(Pierre) T.D. Penn.","Alves-Araújo, A","Silva, KF","IFN-414O4213.1","2017","08","15","Southern America","Brasil","Maranhão",NA,"-43.425006","-4.994994",NA,"Conglomerado MA-414O. Subunidade 3. Subparcela 1. Indivíduo 2RN. F8; Árvore com 4,0 m de altura. Base reta. Casca cinza, fina e lenticelada, internamente bege; Mata secundária. Regeneração, trechos com predominância de babaçu","UB0126555","UB0126555",NA,NA,NA,"Caxias","2018",NA,"-43.425006","-4.994994",NA,NA,NA,NA,NA,"12","20",NA
"54","2019-11-01 15:10:52-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Sapotaceae","Pradosia","grisebachii","Pradosia grisebachii","(Pierre) T.D. Penn.","Alves-Araújo, A","Silva, KF","IFN-4154411.1","2017","08","17","Southern America","Brasil","Maranhão",NA,"-43.38","-4.904722",NA,"Avaliação da regeneração natural. Conglomerado MA-415. Subunidade 1. Subparcela 1. Indivíduo 5 RN; Árvore; 4m. Base reta. Casca externa cinza, interna branca; espessura fina; do tipo estriada; Área com predominância de palmeiras (babaç","UB0126537","UB0126537",NA,NA,NA,"Caxias","2018",NA,"-43.38","-4.904722",NA,NA,NA,NA,NA,"12","20",NA
"55","2021-02-23 13:23:08-03","MN","R-TIPOS","75072","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke",NA,"Ducke, W.A.","1800","1945","11","03",NA,"Colômbia","Amazonas",NA,NA,NA,NA,NA,"R000075072","R000075072_001","Isotypus",NA,NA,"Letícia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-02-23 13:23:08-03","MN","R-TIPOS","75072a","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke",NA,"Ducke, W.A.","1800","1945","11","03",NA,"Colômbia","Amazonas",NA,NA,NA,NA,NA,"R000075072a","R000075072a_001","Isotypus",NA,NA,"Letícia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2012-11-21 16:03:08-02","CAS","CAS-BOT","214950","PreservedSpecimen","Plantae","Magnoliophyta","Ebenales","Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke",NA,"Ducke, Adolpho","1800","1945","11",NA,"South America","Colombia","Amazonas","Trapecio amazonico. Amazon River: Leticia.",NA,NA,NA,NA,NA,NA,"isotype","100",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-01-21 15:30:05-03","IBt","SP","492087","S","Plantae",NA,NA,"Sapotaceae","Pradosia","grisebachii","Pradosia grisebachii","(Pierre) T.D.Penn.",NA,"Silva, JBF","676","1983","02","23",NA,"Brasil","Maranhão",NA,"-43.8335990905762","-5.83722019195557",NA,NA,NA,NA,NA,NA,NA,"Buriti Bravo",NA,NA,NA,NA,NA,NA,"32212","auto",NA,NA,NA,NA
"59","2014-10-29 09:22:55-02","A","HU-HERB","A 00460602","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke",NA,"A. Ducke","1800","1945","11","3","South America","Colombia","Amazonas","Amazonas: Leticia",NA,NA,"Sheet",NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,"1800",NA,NA,NA,NA,NA,"undetermined"
"60","2010-08-16 16:42:17-03","GH","HU-HERB","GH 00075855","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke",NA,"A. Ducke","1800","1945","11","3","South America","Colombia","Amazonas","Amazon River, Leticia, ca. 100 m",NA,NA,"Sheet",NA,NA,NA,"Type",NA,NA,NA,NA,NA,NA,NA,NA,"1800",NA,NA,NA,NA,NA,"undetermined"
