"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","sex"
"118","2020-02-08 09:37:00-03","NBC","NL-BOTANY","U.1399225","PreservedSpecimen","Plantae",NA,"Laurales","Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz & Pav.","Schunke Vigo J",NA,"1978","06","05","Southern America","Peru","Huánuco",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1399225 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1399225","NL-U1399225","Liesner RL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0148369",NA,NA,NA,NA
"119","2020-02-08 09:37:00-03","NBC","NL-BOTANY","U.1399226","PreservedSpecimen","Plantae",NA,"Laurales","Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz & Pav.","Barrier S",NA,"1978","01","17","Southern America","Peru","Loreto",NA,"Pérou - Dep. du Loreto, prov. de Maynas, rio Yuvineto affluent du Putumayo - territoire des indiens Secoya.",NA,NA,NA,"Forêt primaire.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1399226 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1399226","NL-U1399226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0229386",NA,NA,NA,NA
"120","2020-02-08 09:37:00-03","NBC","NL-BOTANY","U.1399227","PreservedSpecimen","Plantae",NA,"Laurales","Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz & Pav.","Schunke Vigo J",NA,"1978","04","05","Southern America","Peru","Huánuco",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1399227 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1399227","NL-U1399227","Liesner RL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0148373",NA,NA,NA,NA
"121","2020-02-08 09:37:00-03","NBC","NL-BOTANY","U.1399228","PreservedSpecimen","Plantae",NA,"Laurales","Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz & Pav.","Schunke Vigo J",NA,"1978","04","05","Southern America","Peru","Huánuco",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1399228 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1399228","NL-U1399228","Liesner RL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0148372",NA,NA,NA,NA
"122","2020-02-08 09:37:00-03","NBC","NL-BOTANY","U.1399229","PreservedSpecimen","Plantae",NA,"Laurales","Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz & Pav.","Schunke Vigo J",NA,"1973","05","01","Southern America","Peru",NA,NA,"Plants of Peru, Department of San Martin, Prov. Lamas; Allonso de Alvarado; al oeste de San Juan de Pacayzapa, En bosque.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1399229 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1399229","NL-U1399229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"123","2020-02-08 09:37:00-03","NBC","NL-BOTANY","U.1399359","PreservedSpecimen","Plantae",NA,"Laurales","Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz & Pav.","Milliken W; Bowles S",NA,"1987","05","21","Southern America","Brazil",NA,NA,"Territory of Roraima, Sema Ecological Reserve, Ilha de Maraca, Roraima, Cajuma rapids, forest close to river.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1399359 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1399359","NL-U1399359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"124","2020-11-04 11:14:07-03","ESALQ","ESA","115228","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","ovata","Mollinedia ovata",NA,"Lopes, J.C.","291.0","2011","04","20",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA115228","ESA115228","Souza, V.C.",NA,NA,"48094","auto",NA,"2012","06","05",NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-11-04 11:14:07-03","ESALQ","ESA","69145","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz & Pav.","Sampaio, P.S.P. ; Martins, S.E.","402.0","1999","12","06",NA,"Brasil","São Paulo","Guarujá",NA,"-46.25","-23.9899997711182",NA,NA,"ESA069145","ESA069145","Souza, V.C.",NA,NA,"18989","auto",NA,"2012","06","05",NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-01-17 13:47:08-03","MN","R","231362","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","selloi","Mollinedia selloi","(Spreng.) A. DC.","Alves, R.J.V.","6311","1998","10","17",NA,"Brasil","Minas Gerais","Tiradentes",NA,"-44.1781005859375","-21.1103000640869",NA,NA,"R010030898,R010030899,R010030900",NA,NA,"1000","1000","10355","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2016-02-02 14:38:34-02","BGBM","B","B 10 0248708","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","selloi","Mollinedia selloi","A.DC.","F. Sellow","1968",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,"nom. Sprengel? <a href=http://herbarium.bgbm.org/object/B100248708 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100248708","B100248708",NA,NA,NA,NA,NA,"type ?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2016-02-02 14:38:34-02","BGBM","B","B 10 0248709","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","selloi","Mollinedia selloi","A.DC.","F. Sellow","B 1968/1482",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,"type name?; nom. Sprengel?; Reliquiae d. Sello, Amon. viol. <a href=http://herbarium.bgbm.org/object/B100248709 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100248709","B100248709",NA,NA,NA,NA,NA,"type ?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-02-15 11:46:00-02","IPA","IPA","67662","S","Plantae","Plantae",NA,"Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","Oliveira, M.; Corrêa, M.; Corrêa, M.","1631","2004","08","04","Southern America","Brasil","Alagoas","Ibateguara","Coimbra, grota da Burra.","-35.9393997192383","-8.97249984741211",NA,"Arbusto ca. 3 m de altura, frutos imaturos verdes, maturos negros. Frequente.; Floresta Atlântica, interior da mata.","IPA0067662",NA,"Gomes-Silva, A.",NA,NA,"16798","auto",NA,"2010","03","17",NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-02-15 11:46:00-02","IPA","IPA","65964","S","Plantae","Plantae",NA,"Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","Oliveira, M.; Grillo, A.A.; Grillo, A.A.","1079","2002","09","09","Southern America","Brasil","Alagoas","Ibateguara","Usina Serra Grande, Coimbra, grota do Dudé. sobre afloramento rochoso, junto a curso de rio.","-35.9393997192383","-8.97249984741211",NA,"Arvoreta ca. 2m de altura; botões florais verdes. Raro.; Vegetação arbustiva-arbórea densa.","IPA0065964",NA,"Gomes-Silva, A.",NA,NA,"16798","auto",NA,"2010","03","17",NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-02-15 11:46:00-02","IPA","IPA","25642","S","Plantae","Plantae",NA,"Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","Rita Pereira; Andrade-Lima, Ferreira,; Andrade-Lima, Ferreira,","12","1980","08","29","Southern America","Brasil","Pernambuco","Caruaru","Brejo dos Cavalos, comum na subida da mata.","-35.9761009216309","-8.28332996368408",NA,"Arbusto.; Solo úmido.","IPA0025642",NA,"Peixoto, A.",NA,NA,"35136","auto",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-02-15 11:46:00-02","IPA","IPA","69754","S","Plantae","Plantae",NA,"Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","Alcina Viana; Oliveira, J.B.S.; Oliveira, J.B.S.","334","2003","04","23","Southern America","Brasil","Pernambuco","Jaqueira","RPPN Frei Caneca, Serra do Quengo.","-35.840833","-8.717778",NA,"Arbusto.; Floresta Estacional Semidecidual. Podzólico vermelho-amarelo distrófico.","IPA0069754",NA,"Alcina Viana","645","645",NA,NA,NA,"2003","09","03","-35.840833","-8.717778",NA,NA,NA,NA,NA,NA
"133","2019-02-15 11:46:00-02","IPA","IPA","26033","S","Plantae","Plantae",NA,"Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","Andrade-Lima","71-6599","1971","10","28","Southern America","Brasil","Pernambuco","Caruaru","Brejo dos Cavalos, na mata.","-35.9761009216309","-8.28332996368408",NA,"Arbusto 2-3m. Botão creme.","IPA0026033",NA,"Peixoto, A.",NA,NA,"35136","auto",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-07-26 11:40:42-03","IPA","IPA","32297","S","Plantae","Plantae",NA,"Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","Lima, R.; Roxana Barreto; Lima, V.C.; Roxana Barreto; Lima, V.C.","CFPE--750","1983","11","09","Southern America","Brasil","Pernambuco","Caruaru","Fazenda Caruaru, na chã da mata, em divisa com Taboca.","-35.9761009216309","-8.28332996368408",NA,"Arboreta ca. 4m de altura; frutos em desenvolvimento.","IPA0032297",NA,"Peixoto, A.",NA,NA,"35136","auto",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-02-15 11:46:00-02","IPA","IPA","18399","S","Plantae","Plantae",NA,"Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","Lira, O.C.","68-267","1968","06","25","Southern America","Brasil","Pernambuco","Ipojuca","Engenho Santa Rosa, mata.","-35.0638999938965","-8.39888954162598",NA,"Arbusto fino ca. 2m; só frutos.","IPA0018399",NA,"Peixoto, A.",NA,NA,"22847","auto",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-02-15 11:46:00-02","IPA","IPA","11146","S","Plantae","Plantae",NA,"Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","Andrade-Lima","57-2724","1957","10","13","Southern America","Brasil","Pernambuco","Maraial","Fazenda Céu Azul, à meia sombra da mata.","-35.8088989257812","-8.78250026702881",NA,"Arbusto 2-3m. Flor amarelo-claro.","IPA0011146",NA,"Peixoto, A.",NA,NA,"17320","auto",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-02-15 11:46:00-02","IPA","IPA","45198","S","Plantae","Plantae",NA,"Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","Andrade-Lima","77-8318","1977","11","27","Southern America","Brasil","Pernambuco","Taquaritinga do Norte",NA,"-36.0442008972168","-7.90305995941162",NA,NA,"IPA0045198",NA,"Peixoto, A.",NA,NA,"25558","auto",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-07-26 11:40:42-03","IPA","IPA","32328","S","Plantae","Plantae",NA,"Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","Roxana Barreto; Lima, V.C.; Lima, R.; Lima, V.C.; Lima, R.","CFPE--792","1983","11","11","Southern America","Brasil","Pernambuco","Taquaritinga do Norte","mata no alto da serra.","-36.0442008972168","-7.90305995941162",NA,"Arbusto ca. 2,4m de altura e 2cm de diâmetro no caule; folhas compostas.","IPA0032328",NA,"Gomes-Silva, A.",NA,NA,"25558","auto",NA,"2010","03","17",NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-02-15 11:46:00-02","IPA","IPA","45640","S","Plantae","Plantae",NA,"Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","Andrade-Lima","80-8878","1980","08","28","Southern America","Brasil","Pernambuco","Taquaritinga do Norte","Serra do Cafundó","-36.0442008972168","-7.90305995941162",NA,NA,"IPA0045640",NA,"Gomes-Silva, A.",NA,NA,"25558","auto",NA,"2010","03","17",NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-02-15 11:46:00-02","IPA","IPA","65965","S","Plantae","Plantae",NA,"Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","Oliveira, M.; Grillo, A.A.; Grillo, A.A.","1195","2002","10","16","Southern America","Brasil","Alagoas","Ibateguara","Usina Serra Grande, grota da burra, interior da mata.","-35.9393997192383","-8.97249984741211",NA,"Arbusto ca. 1,5m de altura; flores verde-amarelads. Frequente.; Vegetação arbustiva-arbórea densa.","IPA0065965",NA,"Gomes-Silva, A.",NA,NA,"16798","auto",NA,"2010","03","17",NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-01 16:35:45-03","UNICAMP","UEC","203333","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","Cid, CA; et al.","10226","1991","06","02",NA,"Brazil","Acre","Brasiléia","Estrada Velha para Rio Branco km 31, ramal para froneira Brasil-Colômbia.","-68.7481002807617","-11.0160999298096",NA,"Arbusto de até 5m de altura. Frutos verdes quando imaturos e amarelo quando maturos.; Mata de terra firme, solo argiloso.","UEC171197","UEC171197",NA,NA,NA,"107952","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-01 16:35:45-03","UNICAMP","UEC","200486","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz et Pav.","Pereira, LS; Belinello, R; Leal, DAG","N92","2009","11","02",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4",NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 6 metros de altura. Frequência da espécie na parcela: n=6; Mata Atlântica","UEC158044","UEC158044","Peixoto, AL","990","1045",NA,NA,NA,"2010",NA,NA,"-45.183333","-23.4",NA,NA,NA,NA,NA,NA
"143","2021-03-01 16:35:45-03","UNICAMP","UEC","160215","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz et Pav.","Silvestre, L; et al.","s.n.","1994","05","10",NA,"Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas, Encosta-area da parcela 1D.","-42.25","-22.5",NA,"Ind.: P0138&nf;Altura: 3,00&nf;DAP: 7,00","UEC017637","UEC017637","Lirio, EJ",NA,NA,NA,NA,NA,"2016",NA,NA,"-42.25","-22.5",NA,NA,NA,NA,NA,NA
"144","2021-03-01 16:35:45-03","UNICAMP","UEC","160214","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz et Pav.","Braga, JMA; et al.","2260","1995","08","16",NA,"Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas, Estrada para Juturnaiba, trilha da Pelonha.","-42.25","-22.5",NA,"Arbusto, ca. 3 metros de altura, umbrófilo. Folhas cartáceas. Flores verdes. Mata de baixada.","UEC017631","UEC017631","Lirio, EJ",NA,NA,NA,NA,NA,"2016",NA,NA,"-42.25","-22.5",NA,NA,NA,NA,NA,NA
"145","2021-03-01 16:35:45-03","UNICAMP","UEC","189063","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz et Pav.","Silva, BG; Castello, ACD; Kataoka, EY; Vidal Junior, JD","279","2015","02","11",NA,"Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.987222","-24.069444",NA,"Árvore, 17 m de altura e 15 cm de DAP; Floresta Ombrófila Densa","UEC119403","UEC119403","Lirio, EJ","800","800",NA,NA,NA,"2016",NA,NA,"-47.987222","-24.069444",NA,NA,NA,NA,NA,NA
"146","2021-03-01 16:35:45-03","UNICAMP","UEC","84963","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz et Pav.","Furlan, A; Assis, MA; Garcia, FCP; Ruffino, PHP; Carneiro, CE","1416","1994","04","15",NA,"Brazil","São Paulo","Ubatuba","Trilha da almada, km 13 da Rodovia Rio/Santos. Mata Atlântica.","-44.866667","-23.35",NA,"Arvoreta até 4m alt. frutos verdes, receptáculo verde.","UEC128106",NA,"Lirio, EJ",NA,NA,NA,NA,NA,"2016",NA,NA,"-44.866667","-23.35",NA,NA,NA,NA,NA,NA
"147","2021-03-01 16:35:45-03","UNICAMP","UEC","84964","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz et Pav.","Furlan, A; Assis, MA; Garcia, FCP; Ruffino, PHP; Carneiro, CE","1478","1994","04","15",NA,"Brazil","São Paulo","Ubatuba","Trilha da almada","-44.866667","-23.35",NA,"Arvoreta até 3m. altura. Frutos verdes, receptáculo creme.","UEC128107",NA,"Lirio, EJ",NA,NA,NA,NA,NA,"2016",NA,NA,"-44.866667","-23.35",NA,NA,NA,NA,NA,NA
"148","2021-03-01 16:35:45-03","UNICAMP","UEC","72553","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz et Pav.","Fernandes, GD; et al.","33405","1995","02","13",NA,"Brazil","São Paulo","Sete Barras","Estrada Sete Barras a São Miguel do Arca","-47.916389","-25.0205",NA,"Mata atlântica de encosta, árvore de 4m, inflorescência amarelo-alaranjada.","UEC128163",NA,"Lirio, EJ",NA,NA,NA,NA,NA,"2016",NA,NA,"-47.916389","-25.0205",NA,NA,NA,NA,NA,NA
"149","2021-03-01 16:35:45-03","UNICAMP","UEC","42691","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz et Pav.","Duarte, MM; Mattos, A","1149","1979","05","27",NA,"Brazil","Mato Grosso","Cuiabá","Chapada dos Guimarães, Rio Caxipó Mirim, margem direita próxima ao salto.","-56.0966987609863","-15.5960998535156",NA,"Arbusto, fruto verde imaturo, mata ciliar, comportamento terrestre, pouco frequente.",NA,NA,"Peixoto",NA,NA,"74875","auto",NA,"2010","06","06",NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-08-20 10:20:36-03","UNICAMP","UEC","55130","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz et Pav.","Lima, A","778318","1977","11","27",NA,"Brazil","Pernambuco","Taquaritinga do Norte",NA,"-36.0442008972168","-7.90305995941162",NA,NA,NA,NA,"Peixoto",NA,NA,"25558","auto",NA,"2010","06","06",NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-03-01 16:35:45-03","UNICAMP","UEC","85856","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz et Pav.","Goldenberg, F; Rezende, AA; et al.","32392","1994","12","13",NA,"Brazil","São Paulo","Ubatuba","Ilha Anchieta - Trilha da Prainha.","-45.0699996948242","-23.4300003051758",NA,"Arvoreta 3m. Flores e frutos esverdeados.","UEC128076","UEC128076","Peixoto",NA,NA,"34265","auto",NA,"2010","06","06",NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-04-22 16:22:05-03","UFPB","JPB","57595","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz & Pav.","Groupo Pedra Talhada","3746","2013","02","28","Southern America","Brasil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada, Localité de Quebrangulo.","-36.410991","-9.222282",NA,"; HABITAT: Submontane tropical moist forest (plain); DESC: shrub, 1.5 m; green infrutescence; specimen photgraphed in situ; duplicates dried with hot air","JPB0057595",NA,"Peixoto, A L","880","880",NA,NA,NA,"2013","09","02","-36.410991","-9.222282",NA,NA,NA,NA,NA,NA
"153","2020-04-22 16:22:05-03","UFPB","JPB","59830","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz & Pav.","Nusbaumer, L; Célérier, ML; Spichiger, R","4326","2014","11","14","Southern America","Brasil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada, localité de Quebrangulo","-36.407382","-9.249664",NA,"; HABITAT: Forêt ombrophile submontagnarde de pente; DESC: arbuste, 2 m. fl. vertes à 4 sépales, étamines beigebrun âgées. récolte photographiée in situ.","JPB0059830",NA,"Peixoto, A L","700","700",NA,NA,NA,"2014","11","15","-36.407382","-9.249664",NA,NA,NA,NA,NA,NA
"154","2020-04-22 16:22:05-03","UFPB","JPB","61409","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz & Pav.","Nusbaumer, L; et al.","4714","2015","10","30","Southern America","Brasil","Pernambuco","Jaqueira","Serra de Urubu, Localité de Jaqueira. Serra de Kengo.","-35.844898","-8.712909",NA,"; HABITAT: Forêt ombrophile submontagnarde de bas-fond; DESC: arbuste, 1.5 m; fl. mâle jaune à 4 pétales, étamines noires; récolte photogr. in situ; récolté avec José Antônio V. Filho et Flávio dos Santos Pereira; échantillon séché à","JPB0061409",NA,NA,"690","690",NA,NA,NA,NA,NA,NA,"-35.844898","-8.712909",NA,NA,NA,NA,NA,NA
"155","2020-04-22 16:22:06-03","UFPB","JPB","64402","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz & Pav.","Luna, NK; Zelenski, A; Bazante, ML; Silva, FP; Luna, LK","56","2015","08","27","Southern America","Brasil","Pernambuco","Jaqueira","RPPN Frei Caneca, Mata do Quengo","-35.841667","-8.7125",NA,"; HABITAT: Floresta Atlântica; DESC: Trepadeira; folhas membranáceas; botões florais brancos","JPB0064402",NA,"Luna, NK",NA,NA,NA,NA,NA,"2015","10",NA,"-35.841667","-8.7125",NA,NA,NA,NA,NA,NA
"156","2020-04-22 16:22:06-03","UFPB","JPB","64379","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz & Pav.","Bazante, ML; Luna, NK; Medeiros, MC; Silva, FP","386","2016","01","05","Southern America","Brasil","Pernambuco","Jaqueira","Serra do Urubu","-35.7933006286621","-8.72667026519775",NA,"; HABITAT: Mata Atlântica; DESC: Árvore, ca. 6m alt., interior de mata, fruto verde","JPB0064379",NA,"Bazante, ML",NA,NA,"11830","auto",NA,"2016","01","18",NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-04-22 16:22:05-03","UFPB","JPB","64278","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz & Pav.","Bazante, ML; Luna, NK; Medeiros, MC; Silva, FP","350","2016","01","05","Southern America","Brasil","Pernambuco","Jaqueira","Serra do Urubu, Interior de mata","-35.7933006286621","-8.72667026519775",NA,"Árvore com cerca de 6m de altura, frutos verdes; HABITAT: Mata Atlântica; DESC: Árvore com cerca de 6m de altura, frutos verdes",NA,NA,"Bazante, ML",NA,NA,"11830","auto",NA,"2016","01","18",NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-11-08 08:53:38-03","FURB","FURB","48665","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz & Pav.","Oliveira, A.A. de","2700","2015","10","30",NA,"Brasil","Santa Catarina","Garuva","Palmital.","-48.78","-26.0086111",NA,NA,"FURB48665","FURB48665","Oliveira, AA de","39","39",NA,NA,NA,"2015","10","30","-48.7800000","-26.0086111",NA,NA,NA,NA,NA,NA
"159","2020-04-27 16:10:40-03","UFES","VIES","36040","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","Alves-Araújo, A.; Alvarenga, L.D.; José, A.C.; Zartman, C.","1147","2009","02","11",NA,"Brasil","Alagoas","Murici","Mata Atlântica do Poço D#?# Anta (Bananeiras). Estação Ecológica de Murici","-35.8725","-9.211944",NA,NA,"VIES036040","VIES036040","A.L. Peixoto",NA,NA,NA,NA,NA,"2009","02","18","35º52'21''W","9º12'43''S",NA,NA,NA,NA,NA,NA
"160","2019-09-27 18:05:28-03","UFES","VIES","15540","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz & Pav.","Pereira, O.J.; Simonelli, M.","6203","2000","04","28",NA,"Brasil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES015540","VIES015540","Peixoto, A.L.",NA,NA,"41644","auto",NA,"2010","11","16",NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-12-06 19:29:58-03","UFES","VIES","24309","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz & Pav.","Lírio, E. J.; Rossini, J.","122","2012","09","07",NA,"Brasil","Espírito Santo","Vargem Alta","Estrada p/ Iconha, Sìtio Pousada Richimond.","-40.935556","-20.689722",NA,NA,"VIES024309","VIES024309","Lírio, E. J.",NA,NA,NA,NA,NA,NA,NA,NA,"40º56'8''W","20º41'23''S",NA,NA,NA,NA,NA,NA
"162","2019-09-27 18:05:28-03","UFES","VIES","1120","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","ovata","Mollinedia ovata","Ruiz & Pav.","Hage, J.L.; Brito, H.S.","2047","1986","06","05",NA,"Brasil","Bahia","Ilhéus","Área do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,"VIES001120","VIES001120","Peixoto, A.L.",NA,NA,"61245","auto",NA,"2010","11","16",NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-06-29 09:31:12-03","UFRRJ","RBR","7452","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","boliviensis","Mollinedia boliviensis","A.DC.","A. Gentry; J. Solomom","44550","1984","01","23",NA,"Bolívia","La Paz","Nor Yungas","Prov. Nor Yungas,4 km NE(above) Incahuara,13.5 km above San Pedro,trail to 12 octubre,17º 35#?#W,15º 55#?#S.(bp-ST sensu Holdridge),transect 4.",NA,NA,NA,NA,"RBR00007452",NA,NA,"1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
