"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag"
"44","2020-02-08 10:44:37-03","NBC","NL-BOTANY","U.1027910","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","Wolf J",NA,"1986","02","01","Southern America","Colombia","Risaralda",NA,"Mnpio. de Sta. Rosa de Cabal; Camino real entre Termales de Sta. Rosa y Hda. La Sierra; finca Berlin.","-75.516667","4.833333",NA,NA,"Selva andina con Weinmannia rollottii, Brunellia cf. goudotti y Miconia sp. Epífita sobre W. rolottii Killip (Wolf 774).<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1027910 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1027910","NL-U1027910","Cleef AM",NA,NA,NA,NA,"Pteropsida","-75.516667","4.833333",NA,NA,NA,NA,NA,NA
"45","2020-10-14 10:05:08-03","FURB","FURB","36783","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","Gasper, A.L. de; Salino, A. & Meyer, L.","2955","2011","11","13",NA,"Brasil","Santa Catarina","Urubici","RPPN Leão da Montanha.","-49.3719445","-28.0141667","1027",NA,"Local úmido. Coleta Extra IFFSC (Rupícola) Habitat: Floresta Ombrófila Mista; Estágio Avançado; paredão rochoso Habito: rupícola;","FURB00257","FURB00257","Gasper, AL de","1027","2011","11","13",NA,"-49.3719445","-28.0141667",NA,NA,NA,NA,NA,NA
"46","2015-09-24 16:30:03-03","MNHN","RECOLNAT_MNHN_P","P00632679","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","Spruce, R.",NA,NA,NA,NA,NA,"Equateur",NA,NA,"Junguragua, Andes Quitenses",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00632679' target='other'> <mi>dwc_moreinfo</mi></a>","P00632679","P00632679_01",NA,NA,NA,NA,NA,NA,NA,NA,"5272",NA,NA,NA,NA,NA
"47","2015-09-24 20:25:57-03","MNHN","RECOLNAT_MNHN_P","P00632680","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","Spruce, R.",NA,NA,NA,NA,NA,"Equateur",NA,NA,"Andes Quitenses, m. abritaga",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00632680' target='other'> <mi>dwc_moreinfo</mi></a>","P00632680","P00632680_01",NA,NA,NA,NA,NA,NA,NA,NA,"5271",NA,NA,NA,NA,NA
"48","2015-09-27 07:06:44-03","MNHN","RECOLNAT_MNHN_P","P00696433","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","Linden, J.",NA,"1842","1",NA,NA,"[Vénézuela]",NA,NA,"Caracas",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696433' target='other'> <mi>dwc_moreinfo</mi></a>","P00696433","P00696433_01",NA,NA,NA,NA,NA,NA,NA,NA,"186",NA,NA,NA,NA,NA
"49","2015-09-27 11:59:01-03","MNHN","RECOLNAT_MNHN_P","P00696434","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","Linden, J.",NA,"1842","1",NA,NA,"[Vénézuela]",NA,NA,"Caracas",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696434' target='other'> <mi>dwc_moreinfo</mi></a>","P00696434","P00696434_01",NA,NA,NA,NA,NA,NA,NA,NA,"186",NA,NA,NA,NA,NA
"50","2020-09-29 14:53:42-03","UFPR","UPCB","61335","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R.Sm.","Labiak, P.H.","2861","2002","12","14",NA,"Bolívia","Santa Cruz","Comarapa","Comarapa. Serrania Siberia, entre Torrecillas e Pojo, 13km de Torrecillas.","-64.679167","-17.820278","2470",NA,"Epífita pendente no interior da mata nebular. Mata nebular de altitude com abundância de briófitas..","UPCB0008229","UPCB0008229","Sundue, M.","2470","2009",NA,NA,NA,"-64.679167","-17.820278",NA,NA,NA,NA,NA,NA
"51","2016-11-01 10:48:00-02","MO","MOBOT","100325059","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","Rodolfo Vásquez|Abel Monteagudo|Antonio Peña|J.L. Mateo","Vásquez Martínez 33729","2008","2","27","South America","Peru","Pasco","Oxapampa","Dist. Huancabamba. Parque Nacional Yanachaga-Chemillén, Sector San Daniel.","-75.4591667","-10.4369444","2363.00000000",NA,NA,NA,NA,"Robbin C. Moran (NY)",NA,NA,NA,NA,NA,NA,NA,"1032","4",NA,NA,NA,NA
"52","2013-09-19 17:16:00-03","MO","MOBOT","100342602","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","L. Cayola|P. Calvi|D. Alanes|I. Jiménez|F. Carita|A. Puyasaca|S. Carita","Cayola Pérez 3680","2010","5","8","South America","Bolivia","La Paz","Bautista Saavedra","Área Natural de Manejo Integrado Apolobamba, Wayrapata, Kumamita.","-68.9181389","-15.1125556","2889.00000000",NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,"10-03","2",NA,NA,NA,NA
"53","2019-01-25 04:36:00-02","MO","MOBOT","100601964","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","Rodolfo Vásquez|Luis Valenzuela G.","Vásquez Martínez 37671","2012","2","14","South America","Peru","Pasco","Oxapampa","Dist. Oxapampa. Parque Nacional Yanachaga Chemillén - Estación Biológica San Alberto. Refugio El Cedro.","-75.3372222","-10.5388889","2731.00000000",NA,NA,NA,NA,"Robbin Moran (NY)",NA,NA,NA,NA,NA,NA,NA,"699","3",NA,NA,NA,NA
"54","2013-11-12 12:19:00-02","MO","MOBOT","1553125","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","José Campos de la Cruz|M. Tenorio","Campos de la Cruz 5702","1998","11","16","South America","Peru","Cajamarca","San Ignacio","Tabaconas. Santuario Nacional Tabaconas-Namballe. Bosque primario. Zona de amortiguamiento del Santuario Tabaconas Namballe.","-79.26666","-5.29166","2190.00000000",NA,NA,NA,NA,"P. Labiak (UPCB) & M. Sundue (NY)","2200.00000000",NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA
"55","2020-11-01 14:17:00-03","MO","MOBOT","2660898","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","L.B. Holm-Nielsen|Jaime L. Jaramillo|Flavio Coello|Eduardo Asanza C.","Holm-Nielsen 27180","1980","9","26","South America","Ecuador","Napo",NA,"Upper slopes of Guagra Urcu. Cataract with waterfall, moist scrub forest.","-77.7166667","-0.4666667","2750.00000000",NA,NA,NA,NA,"A. Moguel & M. Kessler",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"56","2020-11-01 14:20:00-03","MO","MOBOT","2685120","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","Benjamin Øllgaard|Hugo Navarrete","Øllgaard 1847","1996","10","23","South America","Ecuador","Sucumbíos",NA,"Sinangue, upstream from Lumbaqui on Río Aguarico, ca 2.3 km NW of village near Río Candué. Tall mature forest on undulating terrain.","-77.43333","-0.1","620.00000000",NA,NA,NA,NA,"A. Moguel & M. Kessler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-11-01 14:21:00-03","MO","MOBOT","2687950","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","Benjamin Øllgaard|Hugo Navarrete","Øllgaard 3003","1998","3","30","South America","Ecuador","Tungurahua",NA,"Road N of El Topo, km 9, at suspension bridge over Río Topo. Wet forested river bank.","-78.2","-1.35","1550.00000000",NA,NA,NA,NA,"A. Moguel & M. Kessler","1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-11-01 14:19:00-03","MO","MOBOT","2689820","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","Benjamin Øllgaard|H. Balslev","Øllgaard 9202","1976","9","1","South America","Ecuador","Pastaza",NA,"Mera. Road and muletracks to approx. 4 km N of the village (along Río San Jorge and Río Tigre). Road banks and rain forest.","-77.8833333","-1.5833333","1200.00000000",NA,NA,NA,NA,"A. Moguel & M. Kessler",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"59","2011-08-09 14:16:00-03","MO","MOBOT","3035178","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","Carlos Aedo|L. Gutiérrez|Carmen Ulloa","Aedo 13167","2006","7","25","South America","Ecuador","Loja",NA,"P.N. Podocarpus, Cajanuma, bosque nublado; epifito","-79.17055","-4.11611","2775.00000000",NA,NA,NA,NA,"P. Labiak (UPCB) & M. Sundue (NY)",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA
"60","2012-10-15 13:21:00-03","MO","MOBOT","3484034","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","Isau Huamantupa","Huamantupa Chuquimaco 9563","2007","6","7","South America","Peru","Cusco","Calca","Distrito Yanatile. Bosque montano húmedo primario.","-72.03583","-12.97944","2400.00000000",NA,NA,NA,NA,"Robbin C. Moran (NY)","2500.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"61","2020-11-01 14:14:00-03","MO","MOBOT","8415","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","L.B. Holm-Nielsen|S. Jeppesen|B. Løjtnant|Benjamin Øllgaard","Holm-Nielsen 4665","1973","5","1","South America","Ecuador","Loja",NA,"Km 51 on Pan American Highway N of Loja. Shrub, 2-4 m high, dominated by xerophytic vegetation, on steep roadsides.","-79.25","-3.75","2900.00000000",NA,NA,NA,NA,"A. Moguel & M. Kessler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-11-01 14:15:00-03","MO","MOBOT","2689904","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M. Kessler","B. Løjtnant|Ulf Molau|Michael T. Madison","Løjtnant 12331","1979","4","13","South America","Ecuador","Napo",NA,"Cartagena, km 25 from El Carmelo on road towards La Bonita. Primary, dense, mossy cloud forest.","-77.5","0.61666","2800.00000000",NA,NA,NA,NA,"A. Moguel & M. Kessler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2013-02-15 05:37:00-02","MO","MOBOT","3376073","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","Erika Fernández|Shirley Durán|Estela Gutiérrez|Alfredo Romero","Fernández Terrazas 1789","2003","6","15","South America","Bolivia","Cochabamba","Carrasco","Localidad siberia, Chua Kocha. mesobosque montano de yunga. Especies caracteristicas Weinmannia. Sotobosque con solanaceas y varias especies de pteridophytas.","-64.61027","-17.82027","2360.00000000",NA,NA,NA,NA,"Moran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2013-05-07 06:03:00-03","MO","MOBOT","1899946","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","Rosángela Núñez C.|H. Huaylla","Núñez Cabrera 152","2003","6","17","South America","Bolivia","Santa Cruz","Manuel Maria Caballero","Bosque Hiperhumedo de Ceja de Monte. Colecta en El Locotal sobre el camino a San Mateo a 10 Km del cruce El Empalme.","-64.72083","-17.79527","2364.00000000",NA,NA,NA,NA,"R. Nunez C",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA
"65","2013-05-07 06:03:00-03","MO","MOBOT","1900092","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","Rosángela Núñez C.","Núñez Cabrera 235","2003","6","20","South America","Bolivia","Santa Cruz","Manuel Maria Caballero","Bosque Hiperhumedo de Ceja de Monte. Colecta en El Locotal sobre el camino a San Mateo a 9 Km del cruce El Empalme.","-64.72","-17.8","2170.00000000",NA,NA,NA,NA,"H. Huaylla",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA
"66","2013-05-07 06:03:00-03","MO","MOBOT","2066762","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","Rosángela Núñez C.","Núñez Cabrera 707","2004","4","22","South America","Bolivia","Santa Cruz","Manuel Maria Caballero","Bosque Hiperhumedo de Ceja de Monte con Weinmannia sp, Helechos Arboreos y abundantes Musgos.","-64.71833","-17.28972","2169.00000000",NA,NA,NA,NA,"R. Nunez C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2013-05-07 06:03:00-03","MO","MOBOT","2066628","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","Rosángela Núñez C.","Núñez Cabrera 561","2004","3","24","South America","Bolivia","Santa Cruz","Manuel Maria Caballero","Bosque Yungueno Hiperhumedo de Ceja de Monte con Weinmannia microphylla, Brachyotum sp, Cletra sp, Dicksonia sellowiana, Pteridophytas y Musgos. Bosque de ladera. Intervenido por gando vacuno.","-64.70138","-17.83666","2450.00000000",NA,NA,NA,NA,"R. Nunez C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2013-05-07 06:03:00-03","MO","MOBOT","1899272","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","Rosángela Núñez C.","Núñez Cabrera 86","2003","4","15","South America","Bolivia","Santa Cruz","Manuel Maria Caballero","Bosque Yungueno Hiperhumedo de Ceja de Monte con Weinmannia microphylla, Brachyotum sp, Cletra sp, Dicsonia sp, Pteridophytas y Musgos. Colecta a 26 km de Comarapa, lugar intervenido por ganado.","-64.67888","-17.82138","2460.00000000",NA,NA,NA,NA,"H. Huaylla",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA
"69","2013-05-07 06:03:00-03","MO","MOBOT","1917345","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","Rosángela Núñez C.","Núñez Cabrera 370","2003","11","6","South America","Bolivia","Santa Cruz","Manuel Maria Caballero","Pinar Yungueno con presencia de Myrtaceas, Podocarpaceas, Cunoniaceas (genero Weinmannia), Solanaceas, Asteraceas, Pteridofitas y Musgos. Siberia, colecta a 25 Km de Comarapa.","-64.67444","-17.83","2495.00000000",NA,NA,NA,NA,"R. Nunez C. (USZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2013-05-07 06:03:00-03","MO","MOBOT","2070701","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","Rosángela Núñez C.","Núñez Cabrera 466","2003","11","28","South America","Bolivia","Santa Cruz","Manuel Maria Caballero","Pinar Yungueno con presencia de Myrtaceas, Podocarpaceas, Weinmannia sp., Solanaceas, Asteraceas, Helechos arboreos, Pteridofitas y Musgos. Siberia, colecta a 27 Km de Comarapa.","-64.6925","-17.8275","2498.00000000",NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2009-10-28 17:02:00-02","MO","MOBOT","2744506","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","R. Bonino","Bonino 291","2002","2",NA,"South America","Peru","Cajamarca","San Ignacio","Dist. San José de Lourdes. Localidad de Buenos Aires (Cerro El Parco). Bosque primario.","-77.885","-5.70111","1900.00000000",NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","28546","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","Ira L. Wiggins","Wiggins 10466","1944","7","26","South America","Ecuador","Pichincha",NA,NA,NA,NA,"2665.00000000",NA,NA,NA,NA,"synonomy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2012-04-12 05:10:00-03","MO","MOBOT","100169008","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","Alfredo F. Fuentes|H. Huaylla","Fuentes Claros 12831","2008","6","8","South America","Bolivia","La Paz","Franz Tamayo","Madidi, Apolobamba, Pelechuco-Apolo, Selumacan","-69.0091667","-14.7766667","2486.00000000",NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,"08-88","3",NA,NA,NA,NA
"74","2012-04-12 05:10:00-03","MO","MOBOT","100169253","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","Alfredo F. Fuentes|H. Huaylla","Fuentes Claros 12916","2008","6","12","South America","Bolivia","La Paz","Franz Tamayo","Madidi, Apolobamba, Pelechuco-Apolo, ruinas Coranara-Corapara","-68.9913889","-14.7725","2320.00000000",NA,NA,NA,NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,"08-93","2",NA,NA,NA,NA
"75","2017-11-18 05:19:00-02","MO","MOBOT","100176032","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","Iván Jiménez","Jiménez Pérez 5024","2008","3","3","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, senda Keara-Mojos, entre Lagunillas y Fuertecillos.","-68.9430555","-14.6063889","2000.00000000",NA,NA,NA,NA,"I. Jimenez (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA
"76","2012-04-12 05:10:00-03","MO","MOBOT","100215675","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","H. Huaylla|Alfredo F. Fuentes|A. Pareja","Huaylla 2605","2008","6","8","South America","Bolivia","La Paz","Franz Tamayo","Area Natural de Manejo Integrado Apolobamba, cueva de Selumacan hacia puente Coranara, camino de herradura Pelechuco-Apolo, bordeando el río de Pelechuco.",NA,NA,"2372.00000000",NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,"08-06","2",NA,NA,NA,NA
"77","2012-04-12 05:10:00-03","MO","MOBOT","100223882","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","H. Huaylla|Alfredo F. Fuentes|A. Pareja","Huaylla 2686","2008","6","11","South America","Bolivia","La Paz","Franz Tamayo","Area Natural de Manejo Integrado Apolobamba, hacienda abandonada Coranara a Santa Ana, camino de herradura Pelechuco-Apolo, bordeando el río de Pelechuco.","-68.9878889","-14.7727778","2279.00000000",NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,"08-10","4",NA,NA,NA,NA
"78","2019-09-10 04:35:00-03","MO","MOBOT","100234434","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","L. Cayola|M. Reguerin|Pablo Solíz|J. Salas|J. Delgado|Alvaro Ochoa","Cayola Pérez 3020","2009","5","11","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Pelechuco, Rio Santa Ana.","-68.9706389","-14.7755278","2469.00000000",NA,NA,NA,NA,"A. Fuentes (LPB), 2009",NA,NA,NA,NA,NA,NA,NA,"09-02","4",NA,NA,NA,NA
"79","2012-04-12 05:10:00-03","MO","MOBOT","100319468","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","Alfredo F. Fuentes|J. Salas|R. Huasurco","Fuentes Claros 14849","2009","6","25","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi. Sector Santa Ana, por el antiguo camino Pelechuco-Apolo, subiendo cerro al SE del campamento, hacia parcela temporal y permanente.","-68.9703611","-14.7749167","2300.00000000",NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,"09-100","3",NA,NA,NA,NA
"80","2013-05-06 08:45:00-03","MO","MOBOT","13558","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","Alice Fay|Louis Fay","Fay 2186","1989","6","27","South America","Bolivia","La Paz","Nor Yungas","19.8 km from Yolosa toward Chuspipata.","-67.75","-16.25","2280.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","3",NA,NA,NA,NA
"81","2016-01-21 11:34:00-02","MO","MOBOT","1755456","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","Alfredo F. Fuentes|Alejandro Araujo M.|F. Bascopé|Remberto Alvarez|Marcelino Villanueva","Fuentes Claros 4805B","2002","7","4","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, quebrada Jatun Chiriuno, 31 km en linea recta al este de Apolo por el camino a San José de Uchupiamonas. Terreno montanoso, suelos con capa orgánica de 30 cm.","-68.2327778","-14.5","1850.00000000",NA,NA,NA,NA,"M. Kessler","1900.00000000",NA,NA,NA,NA,NA,NA,"02-27","4",NA,NA,NA,NA
"82","2008-05-27 22:02:00-03","MO","MOBOT","18159","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","William B. Drew","Drew E-170","1936","4","11","South America","Ecuador","Imbabura",NA,NA,NA,NA,"2990.00000000",NA,NA,NA,NA,"synonomy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2008-05-27 22:02:00-03","MO","MOBOT","18168","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","Erik Asplund","Asplund 9764","1939","11","18","South America","Ecuador","Tungurahua",NA,NA,NA,NA,"3000.00000000",NA,NA,NA,NA,"synonomy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2017-11-18 05:19:00-02","MO","MOBOT","1851148","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","Iván Jiménez","Jiménez Pérez 707","2001","10","31","South America","Bolivia","La Paz","Franz Tamayo",NA,"-68.95","-14.61666","2420.00000000",NA,NA,NA,NA,"Jiménez I.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2013-10-05 06:35:00-03","MO","MOBOT","1876864","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","Gerrit Davidse|Ángel C. González","Davidse 22232","1982","11","13","South America","Venezuela","Táchira",NA,"Distrito Junín: southern slopes of Cerro San Isidro, directly N of El Reposa, above Hacienda Bella Vista, Quebrada Agua Caliente and tributaries. In kikiyu pastures, along forest edge, along streamlet.","-72.41666","7.56666","2000.00000000",NA,NA,NA,NA,"A.L.Moguel (GOET)",NA,NA,NA,NA,NA,NA,NA,"1527",NA,NA,NA,NA,NA
"86","2014-04-04 05:51:00-03","MO","MOBOT","1906865","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","Rodolfo Vásquez","Vásquez Martínez 28043","2003","3","16","South America","Peru","Pasco","Oxapampa","Distrito Oxapampa. Parque Nacional Yanachaga Chemillén, Sector San Alberto. Bosque primario.","-75.35","-10.53333","2600.00000000",NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA
"87","2014-04-04 05:52:00-03","MO","MOBOT","1918347","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","H. van der Werff|Rodolfo Vásquez|Bruce Gray|Rosa Ortiz|Nállarett Dávila","van der Werff 18595","2003","7","18","South America","Peru","Pasco","Oxapampa","San Alberto, undisturbed montane forest.","-75.35","-10.53333","2400.00000000",NA,NA,NA,NA,"Alan R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,"344","4",NA,NA,NA,NA
"88","2016-04-29 09:40:00-03","MO","MOBOT","1924225","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","senilis","Terpsichore senilis","(Fée) A.R. Sm.","Alfredo F. Fuentes|Narel Paniagua Zambrana|L. Cayola|Susan Whitehead|Ramiro Cuevas|Rolando Cuevas|Lander Cuevas|Evert Cuevas","Fuentes Claros 5960","2003","11","11","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Piedra Blanca, 10,4 km en linea recta al S de Pata, camino a Santa Cruz del Valle Ameno.","-68.6719445","-14.6288889","1920.00000000",NA,NA,NA,NA,"I. Jimenez",NA,NA,NA,NA,NA,NA,NA,"03-15","2",NA,NA,NA,NA
