"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","typeStatus","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"509","2019-11-01 15:27:48-03","PUC-RIO","FCAB","4104","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","J.C. Siqueira",NA,NA,NA,"G.J. Shepherd; M.C. Dias","1986","04","11","Brasil","Paraná","Londrina","P. â. T","-51.1627998352051","-23.3103008270264",NA,NA,"004104",NA,NA,"s.n.",NA,NA,NA,NA,NA,"Trepadeira com inflorescência branca",NA,"Angiospermae",NA,"63728","auto",NA,NA,NA,NA,NA,NA
"510","2019-11-01 15:27:48-03","PUC-RIO","FCAB","3648","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","J.C. Siqueira",NA,NA,NA,"J.C. Siqueira","1985","04","04","Brasil","Rio de Janeiro","Nova Friburgo","Furnas do Catete","-42.5311012268066","-22.2819004058838",NA,NA,"003648",NA,NA,"2044",NA,NA,NA,NA,NA,"Trepadeira.",NA,"Angiospermae",NA,"33190","auto",NA,NA,NA,NA,NA,NA
"511","2019-11-01 15:27:48-03","PUC-RIO","FCAB","8043","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","L.M.G. Nogueira",NA,NA,NA,"G. Pereira-Silva","2006","06","08","Brasil","Tocantins","Parana","Ilha do Sussego, Rio Tocantins.","-47.8830986022949","-12.6153001785278",NA,NA,"FCAB008043",NA,NA,"10498",NA,NA,NA,NA,NA,"Mata de galeria perturbada. Relevo Plano. Solo arenoso.",NA,"Angiospermae",NA,"96675","auto",NA,NA,NA,NA,NA,NA
"512","2019-11-01 15:27:48-03","PUC-RIO","FCAB","8044","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"G. Pereira-Silva","2006","06","15","Brasil","Goiás","Minacu","Encontro do corrego Mucambão, Com o rio do tocantins.",NA,NA,NA,NA,"FCAB008044",NA,NA,"10736",NA,NA,NA,NA,NA,"Relevo plano. Solo argiloso.",NA,"Angiospermae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","2019-11-01 15:27:48-03","PUC-RIO","FCAB","7864","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","Beatriz Machado Gomes","2010","07",NA,"G. Pereira-Silva","2007","05","16","Brasil","Tocantins","Cavalcante","Tributário de margem direita do rio Tocantins",NA,NA,NA,NA,"FCAB007864",NA,NA,"11842",NA,NA,NA,NA,NA,"Mata ciliar perturbada. Relevo suave ondulado. Solo arenoso.",NA,"Angiospermae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","2019-11-01 15:27:48-03","PUC-RIO","FCAB","6175","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","J.C. Siqueira","2005",NA,NA,"J.S. Carneiro","2004","04","30","Brasil","Paraná","Londrina","Fazenda Figueira-Paiquerê","-51.1627998352051","-23.3103008270264",NA,NA,"006175",NA,NA,"006",NA,NA,NA,NA,NA,"50°58'32''W 23º32'27''S&nf;Escandente, frutos bordô. Fragmento 11.",NA,"Angiospermae",NA,"63728","auto",NA,NA,NA,NA,NA,NA
"515","2019-11-01 15:27:48-03","PUC-RIO","FCAB","3764","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","J.C. Siqueira",NA,NA,NA,"E.S. Jóia","1985","04","25","Brasil","Paraná","Londrina","Parque Arthur Thomas","-51.1627998352051","-23.3103008270264",NA,NA,"003764",NA,NA,"s.n.",NA,NA,NA,NA,NA,"Trepadeira com frutos maravilha.",NA,"Angiospermae",NA,"63728","auto",NA,NA,NA,NA,NA,NA
"516","2019-11-01 15:27:48-03","PUC-RIO","FCAB","3765","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","J.C. Siqueira",NA,NA,NA,"R.C. Gonçalves","1986","03","28","Brasil","Paraná","Londrina","Parque Arthur Thomas","-51.1627998352051","-23.3103008270264",NA,NA,"003765",NA,NA,"s.n.",NA,NA,NA,NA,NA,"Trepadeira com flores creme-esverdeadas. Beira de estrada",NA,"Angiospermae",NA,"63728","auto",NA,NA,NA,NA,NA,NA
"517","2019-11-01 15:27:48-03","PUC-RIO","FCAB","3352","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","J.C. Siqueira","1979","08","28","A. Castellanos","1966","05","08","Brasil","Rio de Janeiro","Rio de Janeiro","Guanabara, Pão de Açúcar","-43.2075004577637","-22.9027996063232",NA,NA,"003352",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"Angiospermae",NA,"57442","auto",NA,NA,NA,NA,NA,NA
"518","2019-11-01 15:27:48-03","PUC-RIO","FCAB","5887","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","R.R. Rodrigues; L.Capelari JR","1993","05","07","K.D. Barro; G.D. Fernandes; F.X.Vitti","1993","04","23","Brasil","São Paulo","Piracicaba","Mata da Faz. Pinhal Estr. Pir-LI","-47.6399993896484","-22.7199993133545",NA,NA,"005887",NA,NA,"00330",NA,NA,NA,NA,NA,"&nf;; Trepadeira, 2 m de altura, borda de mata, floração, sadia, tronco liso, sem látex, flor rosa.",NA,"Angiospermae",NA,"44778","auto",NA,NA,NA,NA,NA,NA
"519","2019-11-01 15:27:48-03","PUC-RIO","FCAB","6544","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","Catharino, E.L.M.","1988","09","15","E.L.M. Catharino","1986","03","21","Brasil","São Paulo","Piracicaba","Mata da Pedreira, ESALQ","-47.6399993896484","-22.7199993133545",NA,NA,"006544",NA,NA,"759",NA,NA,NA,NA,NA,"Planta escandente em área em regeneração, visitadas por abelhas.",NA,"Angiospermae",NA,"44778","auto",NA,NA,NA,NA,NA,NA
"520","2019-11-01 15:27:48-03","PUC-RIO","FCAB","6543","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","Catharino, E.L.M.","1984","05","08","E.L.M. Catharino","1984","05","08","Brasil","São Paulo","Piracicaba","Mata da Pedreira, ESALQ","-47.6399993896484","-22.7199993133545",NA,NA,"006543",NA,NA,"73",NA,NA,NA,NA,NA,"Flores brancas. Frutos vermelhos, sépalas nos frutos vermelhas, planta escandente. Nascente da zootecnia.",NA,"Angiospermae",NA,"44778","auto",NA,NA,NA,NA,NA,NA
"521","2019-11-01 15:27:48-03","PUC-RIO","FCAB","6546","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","Catharino, E.L.M.","1988","09","16","E.L.M. Catharino","1985","04","06","Brasil","São Paulo","Piracicaba","Mata da Pedreira, ESALQ","-47.6399993896484","-22.7199993133545",NA,NA,"006546",NA,NA,"280",NA,NA,NA,NA,NA,"Escandente.",NA,"Angiospermae",NA,"44778","auto",NA,NA,NA,NA,NA,NA
"522","2019-11-01 15:27:48-03","PUC-RIO","FCAB","6553","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","Ampf, K.E.; Vanauskas, N.","1990","07","17","J.A. Zandoval","1985","04","15","Brasil","São Paulo","Piracicaba","Parque da ESALQ, USP","-47.6399993896484","-22.7199993133545",NA,NA,"006553",NA,NA,"45",NA,NA,NA,NA,NA,"Árvore de 5 a 10m de altura, com flores em cachu",NA,"Angiospermae",NA,"44778","auto",NA,NA,NA,NA,NA,NA
"523","2019-11-01 15:27:48-03","PUC-RIO","FCAB","6847","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth","J.C. Siqueira","2014","09","16","L.C. Bernacci; Cardoso, E.G.; Silva, A.M.C.; Bom, J.C.A.","1994","07","20","Brasil","São Paulo","Tietê","Instituto Agronômico, terreno ondulado suave Mata","-47.7099990844727","-23.1000003814697",NA,NA,"006847",NA,NA,"550",NA,NA,NA,NA,NA,"Trepadeira herbácea, frutos róseos avermelhados sementes com arilo branco, próximo ao rio",NA,"Angiospermae",NA,"26682","auto",NA,NA,NA,NA,NA,NA
"524","2019-10-11 15:59:01-03","UESC","UESC","551","S","Plantae","Amaranthaceae","Chamissoa","altissima","Chamissoa altissima altissima","K.","L.R.Senna","2006","02",NA,"L.A.Mattos Silva","1995","10","04","Brasil","Bahia","Ilhéus",NA,"-39.166667","-14.8","39W10'","14S48'","UESC0000551",NA,NA,"3262",NA,"40","40",NA,NA,"Solo argiloso.; Herbácea, 70 cm de altura. Estéril. Caule com coloração roxa.","Angiospermae","Florideophycidae","altissima",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"525","2015-09-04 16:50:08-03","MNHN","RECOLNAT_MNHN_P","P04917968","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Martii",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"P04917968","P04917968_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04917968' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"101",NA,NA
"526","2015-09-04 16:51:02-03","MNHN","RECOLNAT_MNHN_P","P04917969","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Jobert","1877","1","1","Brasil",NA,NA,NA,NA,NA,NA,NA,"P04917969","P04917969_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04917969' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","2015-09-04 16:51:02-03","MNHN","RECOLNAT_MNHN_P","P04917970","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Ferreira",NA,NA,NA,"Brasil","Pará",NA,NA,NA,NA,NA,NA,"P04917970","P04917970_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04917970' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","2015-09-04 16:51:10-03","MNHN","RECOLNAT_MNHN_P","P04918019","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,NA,NA,NA,NA,"Venezuela",NA,NA,"Zulia.",NA,NA,NA,NA,"P04918019","P04918019_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04918019' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","2015-09-04 16:51:11-03","MNHN","RECOLNAT_MNHN_P","P04918051","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Weddell, H.A.","1844","8","1","Brasil",NA,NA,"Bords du Rio Tocantins.",NA,NA,NA,NA,"P04918051","P04918051_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04918051' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"2349",NA,NA
"530","2015-09-04 16:51:11-03","MNHN","RECOLNAT_MNHN_P","P04918077","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Spruce","1851","6","1","Brasil",NA,NA,"Solimoes.",NA,NA,NA,NA,"P04918077","P04918077_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04918077' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"1595",NA,NA
"531","2015-09-04 16:51:11-03","MNHN","RECOLNAT_MNHN_P","P04918078","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Pickel, D.B.","1933","8","1","Brasil","Pernambuco",NA,"Border of river Tapacura, Tapera.",NA,NA,NA,NA,"P04918078","P04918078_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04918078' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"555",NA,NA
"532","2015-09-04 16:51:11-03","MNHN","RECOLNAT_MNHN_P","P04918080","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Guillemin","1839","5","1","Brasil",NA,NA,"Frexal.",NA,NA,NA,NA,"P04918080","P04918080_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04918080' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"992",NA,NA
"533","2015-09-04 23:15:26-03","MNHN","RECOLNAT_MNHN_P","P05072926","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Rambo, B.","1949","5","25","Brasil","Rio Grande do Sul",NA,"Schabenschneib.",NA,NA,NA,NA,"P05072926","P05072926_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05072926' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"41732",NA,NA
"534","2015-09-04 16:50:08-03","MNHN","RECOLNAT_MNHN_P","P04917989","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Castelnau, F.",NA,NA,NA,"Bolívia",NA,NA,"Depto. Santa Cruz. Las horas.",NA,NA,NA,NA,"P04917989","P04917989_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04917989' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"91",NA,NA
"535","2015-12-09 14:34:13-02","MNHN","RECOLNAT_MNHN_P","P00799263","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Gaudichaud, C.","1831","1","1","Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,"P00799263","P00799263_01",NA,NA,NA,NA,NA,"hb",NA,"Monographies du Prodrome <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00799263' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"336",NA,NA
"536","2017-02-14 10:52:20-02","MNHN","RECOLNAT_MNHN_P","P00799264","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Claussen, P.C.D.",NA,NA,NA,"Brésil",NA,NA,"s.loc.",NA,NA,NA,NA,"P00799264","P00799264_01",NA,NA,NA,NA,NA,"hb",NA,"Monographies du Prodrome <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00799264' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"375",NA,NA
"537","2015-09-04 16:50:17-03","MNHN","RECOLNAT_MNHN_P","P04917653","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Balansa, B.","1874","6","21","Paraguai",NA,NA,"Paraguari, dans les forets.",NA,NA,NA,NA,"P04917653","P04917653_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04917653' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"1962 b",NA,NA
"538","2015-09-04 16:50:17-03","MNHN","RECOLNAT_MNHN_P","P04917654","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Bonpland","1833","1","1","Paraguai",NA,NA,"Sta Ana Caaty.",NA,NA,NA,NA,"P04917654","P04917654_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04917654' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","2015-09-04 16:50:17-03","MNHN","RECOLNAT_MNHN_P","P04917655","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Balansa, B.","1874","5","1","Paraguai",NA,NA,"L´Assomption, dans les buissons.","-57.6351","-25.2822",NA,NA,"P04917655","P04917655_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04917655' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"1962 a",NA,NA
"540","2015-09-04 16:50:08-03","MNHN","RECOLNAT_MNHN_P","P04917656","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Balanza, B.","1874","5","1","Paraguai",NA,NA,"L´Assomption, dans les buissons.",NA,NA,NA,NA,"P04917656","P04917656_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04917656' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","2015-09-04 16:50:08-03","MNHN","RECOLNAT_MNHN_P","P04917657","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Balansa, B.","1874","5","3","Paraguai",NA,NA,"Cerro de Villa-ocidental.",NA,NA,NA,NA,"P04917657","P04917657_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04917657' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"1962",NA,NA
"542","2015-09-04 16:50:08-03","MNHN","RECOLNAT_MNHN_P","P04917658","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Balansa, B.","1874","5","9","Paraguai",NA,NA,"Cerro de Villa-Occidental.",NA,NA,NA,NA,"P04917658","P04917658_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04917658' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"1962",NA,NA
"543","2015-09-04 16:51:01-03","MNHN","RECOLNAT_MNHN_P","P04917959","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Regnell, A.F.","1865","3","19","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"P04917959","P04917959_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04917959' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"I 388",NA,NA
"544","2015-09-04 16:51:01-03","MNHN","RECOLNAT_MNHN_P","P04917960","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Regnell, A.F.","1865","3","14","Brasil","Minas Gerais",NA,"Entre Caxoeira e Prata, [N. Sv Mart]. Caldas.",NA,NA,NA,NA,"P04917960","P04917960_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04917960' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"I 388",NA,NA
"545","2015-09-04 16:51:01-03","MNHN","RECOLNAT_MNHN_P","P04917962","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Mosén","1874","4","5","Brasil",NA,NA,"Prov. S. Paulo.",NA,NA,NA,NA,"P04917962","P04917962_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04917962' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"1576",NA,NA
"546","2015-09-04 16:50:08-03","MNHN","RECOLNAT_MNHN_P","P04917963","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Glaziou, A.",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P04917963","P04917963_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04917963' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"8902",NA,NA
"547","2015-09-04 16:50:08-03","MNHN","RECOLNAT_MNHN_P","P04917964","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Glaziou",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P04917964","P04917964_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04917964' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"2667",NA,NA
"548","2015-09-04 16:50:08-03","MNHN","RECOLNAT_MNHN_P","P04917965","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Glaziou",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"P04917965","P04917965_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04917965' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"13120",NA,NA
"549","2015-09-04 16:51:02-03","MNHN","RECOLNAT_MNHN_P","P04917971","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Claussen",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"P04917971","P04917971_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04917971' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"57",NA,NA
"550","2015-09-04 16:51:02-03","MNHN","RECOLNAT_MNHN_P","P04917973","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Gaudichaud","1831","1","1","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P04917973","P04917973_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04917973' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"396",NA,NA
"551","2015-09-04 16:51:02-03","MNHN","RECOLNAT_MNHN_P","P04917975","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Gaudichaud",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P04917975","P04917975_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04917975' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"396",NA,NA
"552","2015-09-04 16:51:02-03","MNHN","RECOLNAT_MNHN_P","P04917976","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Gaudichaud",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P04917976","P04917976_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04917976' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"396",NA,NA
"553","2015-09-04 16:51:02-03","MNHN","RECOLNAT_MNHN_P","P04917978","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Richard, L.C.",NA,NA,NA,"Guiana",NA,NA,NA,NA,NA,NA,NA,"P04917978","P04917978_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04917978' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","2015-09-04 16:51:02-03","MNHN","RECOLNAT_MNHN_P","P04917979","PreservedSpecimen",NA,"Amaranthaceae","Chamissoa","altissima","Chamissoa altissima","(Jacq.) Kunth",NA,NA,NA,NA,"Richard",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"P04917979","P04917979_01",NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04917979' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
